--- URL_tintos_merged_150_to_202_48.csv ---
11286604,"Terroso, minerales",cereza,
1494191,"ciruela, mora, frutos d...","roble, vainilla, tabaco","cereza, frambuesa, frut..."
1166103,"roble, tabaco, vainilla","cereza, frutos rojos, f...","cuero, Terroso, humo"
6655093,"mora, arándano, cereza ...","roble, chocolate amargo...","pimienta, canela, regal..."
6215366,"minerales, cuero, aceto...","frambuesa, fresa, aránd...","roble, tabaco, vainilla"
1105430,"cereza, fresa, frambues...","tabaco, roble, vainilla","cuero, Terroso, humo"
1368890,"vainilla, roble, chocol...","mora, ciruela, casis","cuero, humo, aceto bals..."
3836772,"chocolate, clavo de olo...","cereza, frutos rojos, f...","fruta negra, arándano, ..."
1200135,"mora, fruta negra, cere...","Terroso, cuero, mineral...","roble, tabaco, cedro"
1684874,"cereza negra, casis, za...","menta, pimienta",cuero
1308262,"roble, chocolate, cedro","mora, ciruela, cereza n...","cereza, frambuesa, cere..."
2196667,"arándano, ciruela, casi...","arándano rojo, cereza, ...","Terroso, minerales, hum..."
7684378,"frambuesa, fresa, cerez...","cereza negra, ciruela, ...","violeta, peonía, perfum..."
1597520,"casis, casis, fruta neg...","roble, cedro, vainilla","cuero, Terroso"
6913616,No disponible,No disponible,No disponible
6344106,"frutos rojos, fresa, ce...","ajedrea, canela, regali...","Terroso, humo"
4005025,"roble, chocolate amargo...","cereza, frambuesa, cere...","ciruela, mora"
3524074,"cuero, humo","casis, mora, ciruela","canela, pimienta"
1185262,"cereza, frutos rojos, a...","roble, tabaco, vainilla","Terroso, cuero, humo"
1219649,frutos rojos,"aceto balsámico, minera...",mermelada
1939076,"roble, vainilla, tabaco","mora, cereza negra, fru...","cereza, frutos rojos, f..."
2220759,"roble, vainilla","pimienta, canela, hierb...","mora, cereza negra, cas..."
1681220,"mora, casis, ciruela","cuero, Terroso, hongo","roble, tabaco, cedro"
1195348,"vainilla, roble, cedro","mora, cereza negra, cir...","cereza, frambuesa, frut..."
1161515,"mora, casis, arándano","roble, chocolate amargo...","cereza, fresa, arándano..."
1241580,"roble, chocolate, café","cuero, ceniza, humo","casis, ciruela, jambul"
1203343,"roble, vainilla, tabaco","cereza, fresa, frambues...","cuero, Terroso, hongo"
1886653,"mora, fruta negra","chocolate, roble, vaini...",frutos rojos
1931333,No disponible,No disponible,No disponible
2432060,"roble, chocolate, vaini...","casis, fruta negra, fru...","cereza, frambuesa, frut..."
2045032,No disponible,No disponible,No disponible
21412,"cereza, cereza roja, fr...","tabaco, roble, clavo de...","ciruela, casis, frutos ..."
6675879,"fruta de la pasión, tro...",pomelo,"acacia, madreselva"
1150140,"roble, vainilla, chocol...","fruta negra, mora, ciru...","cereza, fresa, frutos r..."
1675613,"roble, tabaco, chocolat...","Terroso, cuero, aceto b...","ciruela, mora, arándano"
2618263,"mora, ciruela, cereza n...","pimienta, salvia, estra...","frambuesa, cereza, bebi..."
9006176,"roble, vainilla, chocol...","ciruela, frutos del bos...","humo, cuero, carbón de ..."
2570271,"mora, ciruela, frutos d...","roble, vainilla, tabaco","cereza, frambuesa, frut..."
4864055,"casis, ciruela","cereza, arándano rojo",Terroso
3839570,"cuero, aceto balsámico,...","mora, cereza negra, fru...","cereza, frutos rojos, f..."
4969764,"cuero, humo","cereza, arándano rojo","cigarro, tabaco"
5786158,"bergamota, hierbas verd...",sílex,melón
1489350,"mora, ciruela, fruta ne...","roble, vainilla, tabaco","Terroso, cuero, humo"
2475420,"frambuesa, cereza, arán...","roble, vainilla, cigarr...","humo, suelo del bosque,..."
1128079,"mora, cereza negra, fru...","cereza, fresa",pimienta
1389186,"mora, fruta negra, casi...","cuero, Terroso, humo","roble, tabaco, vainilla"
3245791,No disponible,No disponible,No disponible
2460726,"pimienta, anís, hinojo","cereza, arándano rojo, ...","frutos del bosque, mora..."
3201976,"ciruela, mermelada, cas...",frambuesa,humo
2361811,"cereza, arándano rojo, ...","cuero, minerales, Terro...","tabaco, roble, cedro"
1160894,"roble, tabaco, mezcla d...",cereza,"anís, regaliz, salvia"
20574,"cereza, arándano rojo",chocolate,"açaí, cereza negra"
1796405,"frutos del bosque, frut...","roble, vainilla, clavo ...","Terroso, sal, miel"
6696925,"mora, ciruela, frutos d...","roble, chocolate, tabac...","Terroso, cuero, humo"
1225489,"cuero, hongo",cereza,pimienta
21656,"roble, chocolate, vaini...","mora, ciruela, fruta ne...","cuero, Terroso, cacao"
2109027,"caramelo, roble","mora, arándano",cuero
2598256,No disponible,No disponible,No disponible
6003664,"mora, casis, arándano","frambuesa, fresa",ciruela pasa
1888266,"roble, clavo de olor, v...","ciruela, cereza negra, ...","hoja de laurel, anís, c..."
1217259,"mora, arándano, frutos ...","roble, vainilla, tabaco","cuero, aceto balsámico,..."
11872282,No disponible,No disponible,No disponible
8927374,"casis, fruta negra, fru...","frambuesa, cereza roja,...","pimiento, pimiento verd..."
3284566,"aceto balsámico, cuero",,
1637474,"roble, vainilla, tabaco","mora, casis, ciruela","cuero, aceto balsámico,..."
3388094,"roble, tabaco, cedro","casis, mora, fruta negr...","cereza, fresa, grosella..."
5530936,"crema, banana",cítrico,"manzana, albaricoque"
7349676,No disponible,No disponible,No disponible
1552748,"fruta negra, frutos del...","vainilla, roble, manteq...","regaliz, canela, menta"
6708495,"roble, tabaco, vainilla","cereza, ciruela roja, f...","fruta negra, frutos del..."
1765406,"chocolate, roble, vaini...","frutos del bosque, cere...","arándano rojo, cereza, ..."
1294953,"roble, chocolate, tabac...","mora, casis, fruta negr...","Terroso, cuero, aceto b..."
1975052,"roble, cedro, cigarro","casis, fruta negra, mor...","cuero, aceto balsámico,..."
1966667,"cereza, frambuesa, frut...","cuero, Terroso, humo","roble, tabaco, vainilla"
1350435,"roble, vainilla, chocol...","pimienta, canela, eucal...","cereza, frutos rojos, f..."
1273276,"chocolate, roble, vaini...","mora, ciruela",
2140124,"fruta negra, ciruela, f...","roble, vainilla, tabaco","cuero, humo, aceto bals..."
1313936,"fruta negra, ciruela, m...","roble, cedro, vainilla","canela, menta, pimienta"
1138194,"ciruela, mora, frutos d...","chocolate, roble, café","cereza, frutos rojos, f..."
4930870,"Terroso, humo, cuero","frutos del bosque, cere...",roble
1123180,"ciruela, mora, arándano","roble, chocolate, choco...","humo, cuero, Terroso"
1184874,"frutos del bosque, ciru...","cereza, frutos rojos, f...","roble, vainilla"
77881,"roble, chocolate, cedro","ciruela, mora, frutos d...","cuero, humo, Terroso"
1166416,"fruta negra, mora",cereza,cuero


--- URL_tintos_merged_150_to_202_73.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
2275233,"ciruela, fruta negra, m...","frutos rojos, cereza, c...","roble, chocolate, choco..."
4539988,"cereza, frutos rojos, a...","mora, ciruela",humo
1833787,"cereza, frutos rojos, a...","Terroso, hongo, cuero","arándano, mora, fruta n..."
1158423,"cereza, frutos rojos, f...","roble, vainilla, tabaco","pimienta, regaliz, ment..."
2034003,"ciruela, mora, frutos d...","cereza, frutos rojos, f...","roble, vainilla, café"
1757771,"frutos rojos, cereza, f...","regaliz, mentol, pimien...","humo, suelo del bosque,..."
1969066,mantequilla,,
2801913,"roble, vainilla, cedro","fruta negra, ciruela, c...","Terroso, humo, cacao"
2054738,"roble, vainilla, tabaco","Terroso, cuero, humo","casis, fruta negra, cer..."
1208665,"cereza, frutos rojos",café,
5074365,"vainilla, roble, tabaco","casis, mora, cereza neg...","fruta seca, higo, cirue..."
1481858,"roble, vainilla, cedro","fruta negra, casis, jam...","cereza, grosella roja, ..."
2425740,"mora, casis",cereza,
1117342,"tabaco, vainilla, cedro","cereza, cereza roja, fr...","cuero, Carne adobada, m..."
2348906,"roble, vainilla, tabaco","frutos rojos, frambuesa...","fruta negra, mora, frut..."
1471449,"cereza, fresa","regaliz, tomillo, pimie...",vainilla
91710,"frutos rojos, fresa, ce...","Terroso, cuero, hongo","ciruela, fruta negra, f..."
76961,"mora, fruta negra, ciru...","roble, vainilla, chocol...","canela, pimienta, hoja ..."
1181258,"mora, frutos del bosque...","vainilla, roble, chocol...","pimienta, regaliz, cane..."
3347958,"frutos rojos, frambuesa...","arándano, mermelada de ...","minerales, trufa negra,..."
1290734,"roble, tabaco, vainilla","ciruela, frutos del bos...","cereza, fresa, frutos r..."
3470354,"roble, chocolate, vaini...",violeta,"humo, cuero"
1239119,Terroso,,
3936479,"vainilla, roble, tabaco","mora, ciruela, arándano","cereza, frambuesa, fres..."
2449553,"fresa, cereza, frutos r...","tabaco, chocolate, vain...","pimienta, hierbas secas..."
1181590,"frutos del bosque, cere...",queso,cereza
1186372,"cereza, granada, frambu...","tabaco, roble, vainilla","cuero, Terroso, miel"
6136412,"roble, vainilla, carame...",ciruela,"aceto balsámico, cuero"
1239202,"aceituna negra, casis, ...","cereza roja, frutos roj...","menta, romero, ajedrea"
1607488,"frambuesa, cereza, cere...","vainilla, caramelo, rob...","menta, pimienta"
1544045,"frambuesa, fresa, fruto...","regaliz, pimienta, Polv...","violeta, acacia, flor d..."
1779047,"ciruela, fruta negra, c...","cereza, frutos rojos, f...","vainilla, roble, carame..."
1505960,"fruta negra, mora, ciru...","vainilla, roble, tabaco","cuero, humo"
2911606,"frutos rojos, fresa",mermelada,hongo
1164184,"cítrico, limón, naranja","hierbas verdes, pimient...","Terroso, sílex, mineral..."
1552606,ciruela,cereza,cítrico
2287392,No disponible,No disponible,No disponible
2332289,No disponible,No disponible,No disponible
1975897,"fruta negra, casis, cir...","frambuesa, cereza roja,...","Terroso, humo"
2582112,"roble, vainilla, chocol...","mora, cereza negra, ará...","aceto balsámico, cuero,..."
1931345,"vainilla, caramelo, ced...",fresa,"avellana, tostada"
11561238,No disponible,No disponible,No disponible
1162382,"cereza, frambuesa, frut...","mora, arándano, casis","Terroso, grafito, humo"
2517448,"arándano rojo, cereza r...",mora,
1147355,"roble, vainilla, tabaco","cereza, frutos rojos, a...","Terroso, cuero, hongo"
1128903,"ciruela, mora, frutos d...","roble, vainilla, chocol...","cereza, frutos rojos, f..."
1248044,"humo, Terroso",café,frutos rojos
1622719,"roble, chocolate, tabac...","cereza, frutos rojos",fruta negra
2667414,roble,,
1422262,"ciruela, mora, casis","cacao, cuero",
1614715,queso,,
1212882,"fruta negra, mora","fresa, cereza",roble
1844272,"roble, café, tabaco","cereza, frambuesa, frut...","humo, Terroso, cuero"
1269032,"ciruela, mora, mermelad...","roble, vainilla, chocol...","cereza, frutos rojos, g..."
2814539,"cereza, fresa, frambues...","ciruela, mermelada de b...","roble, vainilla, clavo ..."
93336,"mora, fruta negra, arán...","cereza, fresa, frambues...","roble, tabaco"
2837641,casis,pasas de uva,vainilla
3195323,"cereza, jarabe de cerez...","minerales, aceto balsám...","chocolate, cigarro, cla..."
7195399,"roble, vainilla, tabaco","ciruela, mora, frutos d...","cereza, frutos rojos, f..."
2092527,mermelada,,
6182151,"roble, tabaco, vainilla","ciruela, frutos del bos...","cereza, frutos rojos, a..."
1393616,No disponible,No disponible,No disponible
5841222,"fresa, cereza, frambues...","ciruela, jambul, mora","caramelo, chocolate, ro..."
1573014,"roble, vainilla, tabaco","cereza, fresa, frutos r...","mora, cereza negra, cas..."
7309555,mulberry,vainilla,
2926507,"chocolate, chocolate am...",plástico,arándano
2308679,pimienta,"tabaco, vainilla",pizarra
2156,"ciruela, mora, casis","roble, vainilla, chocol...","cereza, frambuesa, frut..."
3046891,"roble, vainilla, coco","cuero, humo, polvo de a...","cereza, jarabe para la ..."
1465473,fresa,clavo de olor,
7037646,"mora, zarza",cereza,queso
90727,"frutos rojos, fresa, fr...","roble, chocolate, vaini...","fruta negra, ciruela, c..."
1890580,"vainilla, roble, chocol...","cereza, frutos rojos, f...","mora, ciruela, frutos d..."
2686164,"ciruela, mora, frutos d...","cereza, frambuesa, frut...","pimienta, regaliz, anís"
1231076,"cereza, arándano rojo, ...","fruta negra, ciruela",roble
6870827,No disponible,No disponible,No disponible
1166652,"roble, tabaco, vainilla","hongo, cuero, aceto bal...","jambul, mora, mermelada"
1228592,"roble, vainilla, tabaco","cereza, frambuesa, frut...","ciruela, fruta negra, m..."
1957424,"mora, arándano, ciruela","frutos rojos, cereza, f...","Terroso, carne a la par..."
1613876,"ciruela, cereza negra, ...","vainilla, cedro, chocol...","cereza, frutos rojos, c..."
1278992,"cereza, frutos rojos, f...","humo, aceto balsámico, ...","ciruela, arándano, merm..."
3392741,"roble, chocolate, vaini...","casis, fruta negra, mor...","hibiscos, lavanda, péta..."
6755252,"vainilla, roble, cedro","cereza negra, frutos de...","cuero, humo, minerales"
1171123,Terroso,,
2047933,No disponible,No disponible,No disponible
2915910,"cereza, fresa, frambues...","vainilla, roble, chocol...","ciruela, mora, fruta ne..."
11855,"vainilla, roble, tabaco","cereza, frambuesa, frut...","ciruela, mora, mermelad..."
6230146,"cereza, frambuesa, fres...","mora, boysenberry, ciru...","vainilla, roble, carame..."
2148125,"chocolate, cigarrera",cereza,
2674622,"cereza, frutos rojos, f...","roble, vainilla, tabaco","ciruela, mora, cereza n..."
5924994,"chocolate, vainilla, ta...","cereza, fresa, frutos r...","mora, ciruela, cereza n..."
16802,"chocolate, roble, vaini...","cereza, frutos rojos, g...","mora, ciruela, fruta ne..."
1216711,"roble, vainilla, café","cereza, frutos rojos, f...","mora, fruta negra, arán..."
1168600,"roble, tabaco, vainilla","cereza, frutos rojos, f...","ciruela, mora, casis"
2754030,"fresa, cereza, arándano...",,
2474083,"ciruela, mora, cereza n...","roble, vainilla, tabaco","Terroso, cuero, humo"
1886321,"mora, ciruela",,
1176589,"fruta negra, mora","aceto balsámico, cuero,...","cereza, frambuesa, frut..."
1286986,"roble, tabaco, clavo de...","Carne de caza, Terroso,...","mora, ciruela, casis"
1635822,"cereza, frutos rojos, f...","roble, vainilla, chocol...","mora, ciruela, frutos d..."


--- URL_tintos_merged_150_to_202_67.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
2306477,"Terroso, cuero, mineral...","roble, clavo de olor",frutos rojos
80657,"cereza, fresa, frambues...","humo, Terroso, cuero","roble, vainilla, tabaco"
73689,"roble, vainilla, chocol...","cereza negra, ciruela, ...","cereza, frambuesa, cere..."
1300354,"roble, vainilla, cedro","ciruela, casis, fruta n...","cereza, frutos rojos, f..."
1361212,"cereza, frambuesa, fres...","ciruela, cereza negra, ...","Terroso, humo, cuero"
1853326,Terroso,"zarza, ciruela","café, café moca"
1370917,"mora, ciruela, casis","roble, vainilla, tabaco","cuero, Terroso, humo"
2502427,arándano,frambuesa,chocolate
1100845,"mora, casis, ciruela","roble, vainilla, tabaco","pimienta, pimienta blan..."
7110147,"tabaco, caramelo, choco...","Terroso, cuero, hongo","mora, arándano, fruta n..."
2850879,"roble, tabaco, vainilla","mora, casis, cereza neg...","canela, eucalipto, rega..."
6425161,"roble, mezcla de especi...","mora, cereza negra, ará...",cereza
1149098,"mora, cereza negra, ará...","roble, café, vainilla","Terroso, cuero, mineral..."
1441674,"roble, vainilla, cedro","frutos del bosque, ciru...","cereza, frutos rojos, f..."
1195040,"roble, vainilla, tabaco","Terroso, cuero, hongo","frutos rojos, cereza, f..."
1165687,"olla de barro, suelo de...","jambul, frutos del bosq...","roble, tabaco"
5155443,"ciruela, casis","mantequilla, chocolate,...","granada, fresa"
1240506,"cereza, frambuesa, frut...","tabaco, vainilla, roble","mora, ciruela, casis"
1318994,"roble, vainilla, clavo ...","ciruela, cereza negra, ...","frambuesa, fresa, cerez..."
1733177,"cedro, tabaco, roble","fruta negra, casis, cir...","minerales, alquitrán, a..."
1142375,"cereza, frambuesa, fres...","ciruela, cereza negra, ...","Terroso, humo, cuero"
2487461,"roble, tabaco, vainilla","cuero, Terroso, humo","ciruela, cereza negra, ..."
7485527,cereza negra,galleta,
20995,"roble, tabaco, vainilla","cuero, Terroso, aceto b...","cereza, frutos rojos, f..."
1200580,"cereza, frutos rojos, a...","cuero, suelo del bosque...","casis, boysenberry, cir..."
9188645,"arándano, cereza negra,...","frambuesa, fresa, cerez...","humo, Terroso"
1970538,"mora, mermelada de casi...","chocolate, tofi","arándano rojo, cereza r..."
1108664,"hongo, Terroso, cuero","fresa, cereza, arándano...","roble, clavo de olor, v..."
1928003,"ciruela, cereza negra, ...","cuero, Terroso, mineral...","roble, tabaco, chocolat..."
3907037,No disponible,No disponible,No disponible
15588,"roble, tabaco, cigarrer...","casis, mora, casis","cuero, Terroso, virutas..."
2565047,"fresa, frambuesa, cerez...","cuero, Terroso, mineral...","pimienta, canela, regal..."
6847766,No disponible,No disponible,No disponible
77481,"roble, tabaco, vainilla","cereza, frutos rojos, f...","Terroso, cuero, humo"
1622363,"fresa, frutos rojos, fr...","roble, vainilla, chocol...","cítrico, pomelo, limón"
5314200,"fresa, frambuesa, cerez...","humo, petróleo",chicle
10990408,mora,"aceto balsámico, Terros...",violeta
1400731,"frutos del bosque, ciru...","Terroso, cuero, humo","pimienta, pimienta blan..."
7363138,"mora, ciruela, mora mad...","roble, cigarrera, cedro","ceniza, Terroso, grafit..."
1145292,"roble, vainilla, chocol...","mora, ciruela, frutos d...","pimienta, pimienta blan..."
4663009,"cereza, frutos rojos, f...","roble, chocolate amargo...","ciruela, casis, cereza ..."
1879348,"frutos del bosque, mora...","regaliz, anís, mentol","roble, vainilla, manteq..."
1146627,"roble, chocolate, vaini...","mora, fruta negra, ciru...","frambuesa, cereza, frut..."
5455568,"roble, chocolate, vaini...","ciruela, frutos del bos...","humo, cuero, Terroso"
1208181,"frambuesa, cereza, gran...","Terroso, minerales, hum...","pimienta, tomillo, euca..."
2511174,"fruta negra, mermelada ...","caramelo, café moca, ro...","humo, ceniza, carne de ..."
2545246,"mora, fruta negra, frut...","roble, chocolate, vaini...","pimienta, regaliz, pimi..."
1232477,"pimienta, regaliz, ment...","humo, aceto balsámico, ...","chocolate, tabaco"
18183,"roble, vainilla, chocol...","cuero, Terroso, humo","cereza, frutos rojos, f..."
7043741,"fresa, cereza, frambues...","Terroso, cuero, hierro","mermelada, mermelada de..."
2373237,"ciruela, mora, frutos d...","cereza, frambuesa, fres...","roble, chocolate, choco..."
7733113,frutos rojos,,
3199638,"roble, vainilla, tabaco","casis, mora, frutos del...","Terroso, cuero, humo"
1217462,"cuero, Terroso, humo","mora, frutos del bosque...","vainilla, roble, chocol..."
2312653,"roble, vainilla, chocol...","frutos rojos, cereza, f...","mermelada, frutos del b..."
4203243,"roble, vainilla, tabaco","ciruela, mora, fruta ne...","pimienta, menta, canela"
9886062,"roble, vainilla, chocol...","fruta negra, cereza neg...","cereza, frambuesa, cere..."
8491899,"cereza, arándano rojo, ...","Terroso, humo, piedra",arándano
1269107,"roble, vainilla, chocol...","casis, mora, ciruela","Terroso, minerales, gra..."
2008403,"ciruela, casis, casis","roble, vainilla, chocol...","cereza, frutos rojos, f..."
1150832,"cereza, frambuesa, frut...","cuero, Terroso, cacao","mora, ciruela, frutos d..."
1745189,"mora, ciruela, cereza n...","tabaco, chocolate, robl...","Terroso, minerales, cue..."
1818080,"fruta negra, ciruela, z...","chocolate, vainilla, ca...","cuero, Terroso, cacao"
1146402,"roble, vainilla, tabaco","cuero, Terroso, humo","cereza, frambuesa, frut..."
2303442,"ciruela, fruta negra, a...","frutos rojos, cereza, a...","vainilla, mezcla de esp..."
8990818,"fresa, frambuesa, cerez...","roble, vainilla, cedro","casis, cereza negra, mo..."
1361376,"humo, minerales, Terros...","roble, nuez moscada, cl...","pimienta, hierbas secas..."
10251900,"ciruela, cereza negra, ...","cereza, frutos rojos, f...","hongo, humo"
2851464,"vainilla, roble, tabaco","mora, ciruela, fruta ne...","humo, alquitrán, Terros..."
11989290,No disponible,No disponible,No disponible
4873182,"fresa, frambuesa, cerez...","ciruela, casis, cereza ...","Terroso, cuero, mineral..."
19317,"mora, arándano, cereza ...","Terroso, suelo del bosq...","frambuesa, cereza, frut..."
2040261,"cereza, frutos rojos, f...","cuero, alquitrán, Terro...","roble, vainilla, tabaco"
99206,"cuero, humo, Terroso","mora, ciruela, frutos d...","roble, tabaco, chocolat..."
2108296,"mora, mulberry, fruta n...","roble, tabaco, chocolat...","pimienta, menta, hinojo"
1451301,"cereza, fresa, frambues...","Terroso, hongo, cuero","roble, chocolate, clavo..."
1413326,"roble, vainilla, chocol...","cereza, frambuesa, fres...","mora, ciruela, frutos d..."
2070475,"vainilla, roble, chocol...","frutos rojos, frambuesa...","casis, arándano, cereza..."
81651,"roble, vainilla, tabaco","mora, fruta negra, ciru...","cuero, Terroso, cacao"
2576886,"roble, chocolate, tabac...","cereza, frambuesa, frut...","ciruela, cereza negra, ..."
20921,"roble, tabaco, vainilla","ciruela, casis, mora","cuero, humo, Terroso"
1555121,"cereza, fresa, frambues...","roble, tabaco, alcanfor","alquitrán, minerales, a..."
2598116,"cereza, fresa, frutos r...","suelo del bosque, Terro...","vainilla, tabaco, roble"
73756,"mora, fruta negra, ciru...","cuero, Terroso, humo","pimienta, regaliz, euca..."
1169013,"roble, chocolate, vaini...","ciruela, mora, casis","cuero, Terroso, humo"
7157,"ciruela, mora, casis","roble, vainilla, chocol...","cuero, Terroso, aceto b..."
5795058,"aceto balsámico, cuero,...","regaliz, pimienta","clavo de olor, nuez mos..."
77460,"cereza, frutos rojos, f...","cuero, Terroso, humo","roble, tabaco, vainilla"
3869608,"cereza, fresa, frambues...","Terroso, cuero, suelo d...","roble, vainilla, chocol..."
8453021,"fresa, frambuesa, cerez...","vainilla, caramelo, cla...","Terroso, suelo del bosq..."
2138698,"chocolate, tabaco, robl...","fruta negra, cereza neg...","cuero, humo"
2603120,"cereza, frutos rojos, f...","minerales, Terroso, cue...","roble, clavo de olor, t..."
52734,"cereza, frambuesa, fres...","Terroso, humo, cuero","roble, vainilla, cedro"
1858418,"chocolate, roble, tabac...","mora, frutos del bosque...","cuero, Terroso, mineral..."
3885788,"chocolate, caramelo, va...","mora, arándano, ciruela","cereza, jarabe de cerez..."
1409036,fresa,,
2401188,"roble, vainilla, tabaco","Terroso, cuero, humo","casis, mora, fruta negr..."
2076441,"roble, chocolate, tabac...","ciruela, fruta negra, m...","cuero, Terroso, humo"
2341148,"cereza negra, mora, cas...","cereza, cereza roja",pimienta blanca
2663622,"ciruela, fruta negra, f...","roble, chocolate, cedro","cuero, piedra"


--- URL_tintos_merged_150_to_202_71.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
3316211,"cereza, fresa, frutos r...","mermelada, ciruela, ará...","chocolate, vainilla, ca..."
10571454,"cereza negra, fruta neg...","chocolate, tabaco",cuero
1252649,"cereza, fresa, frutos r...","ciruela, mora, casis","roble, vainilla, chocol..."
1595728,"vainilla, mantequilla, ...","ciruela, casis",crema
9950512,cereza,,
13190,"roble, vainilla, chocol...","cereza, frutos rojos, f...","cuero, Terroso, humo"
7317279,"cereza negra, fruta neg...",frutos rojos,chocolate
15481,"roble, vainilla, chocol...","cereza, frutos rojos, f...","ciruela, mora, fruta ne..."
3874666,No disponible,No disponible,No disponible
4702419,No disponible,No disponible,No disponible
1136539,"roble, vainilla, cigarr...","frutos rojos, frambuesa...","mora, frutos del bosque..."
4363095,No disponible,No disponible,No disponible
1391860,"roble, vainilla, cedro",fresa,canela
3973869,"cereza, frambuesa, frut...","mora, arándano, ciruela","minerales, cuero, sal"
7689363,"mora, frutos del bosque...","roble, vainilla, chocol...","arándano rojo, cereza, ..."
2237659,No disponible,No disponible,No disponible
95435,"casis, ciruela","granada, frutos rojos","chocolate, chocolate am..."
1577616,"roble, vainilla, chocol...","mora, fruta negra, ciru...","humo, Terroso, cacao"
1790982,"vainilla, chocolate ama...","cuero, Terroso, suelo d...","ciruela, cereza negra, ..."
1217624,"mora, fruta negra, frut...","cereza, frutos rojos, c...","pimienta, anís, anís"
1136710,"cereza, frambuesa, fres...","roble, vainilla, tabaco","ciruela, mora, cereza n..."
12305,"roble, vainilla, tabaco","cereza, frutos rojos, a...","mora, arándano, frutos ..."
1263762,"frutos del bosque, arán...","fresa, frambuesa",roble
6266660,"vainilla, roble, tabaco","mora, ciruela, fruta ne...","cereza, frutos rojos, f..."
2397871,"roble, vainilla, chocol...","ciruela, mora, arándano","Terroso, minerales, cue..."
9164248,mulberry,cereza,aceto balsámico
4486087,"mora, ciruela, arándano","cereza, frambuesa, arán...","roble, tabaco, vainilla"
1157863,"vainilla, chocolate, ro...","mora, ciruela, fruta ne...","cereza, frambuesa, fres..."
9952062,No disponible,No disponible,No disponible
1787783,"tabaco, chocolate amarg...","pimienta, canela","Terroso, jengibre"
76314,"cereza, frutos rojos, g...","roble, tabaco, vainilla","cuero, Terroso, humo"
6649181,"cereza negra, mora, fru...","minerales, grafito, hum...",chocolate
1500052,"cereza, frutos rojos, f...","mora, ciruela, arándano","roble, vainilla, chocol..."
74434,"alquitrán, tiza, Terros...","cereza, frambuesa, fres...","cereza negra, mora"
1545875,"cereza, frutos rojos","eucalipto, menta",roble
1739486,frutos del bosque,roble,
1770974,"roble, cedro, vainilla","cereza, cereza roja","mermelada, cereza negra..."
3262213,"cereza negra, arándano,...","roble, vainilla",cuero
3136863,"mora, arándano, casis","roble, vainilla, chocol...","cereza, frutos rojos, f..."
5465255,"cereza, frambuesa, arán...","eucalipto, romero, cane...","café, roble, vainilla"
1657138,"cereza, frutos rojos, f...","mora, casis, frutos del...","chocolate, roble, tabac..."
2640145,"granada, frambuesa, cer...","roble, vainilla, pimien...","ciruela, mermelada, fru..."
4540924,"cereza, ciruela roja, f...","cigarro, clavo de olor,...","pimienta, pimienta blan..."
3585530,"cereza, frambuesa, gros...","mora, arándano, frutos ...","chocolate, roble, clavo..."
3167689,frambuesa,Terroso,
1591323,"maleza, aceto balsámico","cereza roja, frutos roj...",vainilla
9440203,"roble, vainilla, chocol...","ciruela, fruta negra, m...","cereza, fresa, frutos r..."
7362767,"cereza, frutos rojos, a...","roble, tabaco, vainilla","eucalipto, enebro, rega..."
5380342,"frutos rojos, fresa, ce...","roble, mantequilla, ced...","Terroso, cuero, mineral..."
1242488,"cereza negra, jambul, m...",Carne de caza,aceite
6933144,mora,cereza roja,pimienta
4296175,"pimienta, canela, eucal...",frutos rojos,cereza negra
2696722,"frutos rojos, fresa, ce...","roble, clavo de olor, b...","arándano, cereza negra,..."
3296854,melón,cítrico,queso
76606,"roble, vainilla, tabaco","ciruela, fruta negra, m...","cereza, fresa, frambues..."
23477,"roble, vainilla, chocol...","fruta negra, casis, mor...","frutos rojos, cereza, f..."
5445838,"vainilla, roble, chocol...","mora, ciruela, casis","cereza, frutos rojos, f..."
4188323,"roble, tabaco, vainilla","frambuesa, frutos rojos...","fruta negra, ciruela, c..."
7237693,No disponible,No disponible,No disponible
2014623,"cereza, frambuesa, frut...","mora, cereza negra, ará...","Terroso, tiza, cuero"
1570095,"fruta seca, pasas de uv...","pimienta, Polvo de 5 es...","hongo, cuero"
76940,"casis, ciruela","chocolate, roble",
1654195,roble,"ciruela, mora",pimienta
1122846,"roble, vainilla, tabaco","mora, ciruela, fruta ne...","cereza, frutos rojos, a..."
8577675,"cereza, frutos rojos",queso,"caramelo, eneldo"
4311709,"frutos rojos, cereza, f...","ciruela, mora, arándano","vainilla, chocolate, ro..."
4931609,"fruta seca, pasas de uv...","cereza, frambuesa","piña, tropical"
1223778,"cereza, frambuesa, fres...","roble, vainilla, chocol...","casis, ciruela, cereza ..."
5590738,No disponible,No disponible,No disponible
1167366,"frutos rojos, cereza, f...","mora, mermelada de mora...","regaliz, pimienta, anís"
1454887,chocolate,,
2137074,queso,,
1927816,"humo, Terroso, cuero","roble, cedro, tabaco","cereza negra, mora, ará..."
74433,"fruta negra, mora, casi...","chocolate, café moca, n...","Terroso, carbón de leña..."
1466323,"fruta negra, jambul",,
