--- Vino blanco hasta 10200_1.csv ---
736426,"miel, piedra, panal de ...","albaricoque, drupa, mel...","naranja, mermelada, cít..."
1836068,"roble, mantequilla, vai...","miel, minerales, piedra","albaricoque, manzana, m..."
98417,"cítrico, pomelo, lima","manzana verde, albarico...","hierba, grosella espino..."
2171141,"mantequilla, vainilla, ...","cítrico, limón, pomelo","minerales, miel, piedra"
2024734,"miel, minerales, piedra","albaricoque, melocotón,...","tropical, piña, mango"
5593236,"roble, vainilla, butter...","almendra, avellana, sab...","manzana, ciruela Mirabe..."
1925467,"manzana verde, manzana,...","mantequilla, vainilla, ...","minerales, miel, Terros..."
1207485,"minerales, miel, piedra","mantequilla, roble","cítrico, limón"
10975,"melocotón, albaricoque,...","miel, minerales, piedra","roble, mantequilla, vai..."
10333990,No disponible,No disponible,No disponible
1549212,"minerales, piedra, humo","roble, mantequilla, coc...","melocotón, manzana, dru..."
84898,"cítrico, limón, lima","minerales, miel, piedra","mantequilla, roble, vai..."
1378925,"melocotón, albaricoque,...","minerales, miel, piedra","cítrico, limón, pomelo"
3384230,"roble, mantequilla, vai...","minerales, humo, sílex","cítrico, limón, lima"
1743740,"roble, mantequilla, vai...","manzana, pera, melocotó...","cítrico, limón, lima"
1533615,"manzana amarilla, pera,...","cítrico, limón, lima","miel, sílex, minerales"
1549647,"mantequilla, roble, vai...","minerales, humo, piedra","cítrico, limón, pomelo"
1152990,"cítrico, pomelo, limón",minerales,"acelga, césped recién c..."
6226139,"miel, minerales, pizarr...","piña, mango, papaya","melocotón, albaricoque,..."
6659472,"melocotón, pera, manzan...","limón, cítrico, lima","minerales, piedra, miel"
2551319,No disponible,No disponible,No disponible
2101268,"manzana, manzana verde,...","miel, minerales, jengib...","cítrico, mermelada, lim..."
11859426,No disponible,No disponible,No disponible
3257463,"minerales, miel, piedra","cítrico, limón, pomelo","manzana, manzana verde,..."
1656289,"minerales, miel, piedra","melocotón, manzana, per...","cítrico, limón, lima"
8952803,No disponible,No disponible,No disponible
1228163,"cítrico, limón, naranja","minerales, sílex, suelo...","mantequilla, vainilla, ..."
1808607,"miel, minerales, piedra","manzana, manzana verde,...","mantequilla, roble, vai..."
1222593,"miel, minerales, piedra","manzana, pera, melocotó...","limón, cítrico, naranja"
5645404,"lichi, tropical",,
86699,"minerales, piedra, humo","cítrico, limón, pomelo","manzana verde, melocotó..."
2684652,"roble, mantequilla, vai...","minerales, aceto balsám...","crema, banana"
4095342,"minerales, miel, sílex","roble, vainilla, manteq...","limón, cítrico, pomelo"
1232133,"naranja, cáscara de nar...","fresa, frambuesa, cerez...","minerales, Terroso, pie..."
1218224,"melocotón, pera, manzan...","mantequilla, roble, car...","minerales, tiza, piedra"
22322,"miel, minerales, piedra","limón, cítrico, pomelo","melocotón, albaricoque,..."
779986,"mantequilla, roble, vai...","cítrico, limón, lima","manzana, melocotón, alb..."
1271222,"roble, mantequilla, vai...","melocotón, manzana, man...","minerales, miel, humo"
3916185,"roble, vainilla, manteq...","cítrico, limón, piel de...","manzana, albaricoque"
1117171,"miel, minerales, piedra","manzana verde, pera, ma...","mantequilla, roble, vai..."
7316,"mantequilla, roble, vai...","pera, melocotón, manzan...","minerales, miel, piedra"
2206139,"miel, minerales, cera d...","melocotón, pera, manzan...","cítrico, limón, pomelo"
11274609,No disponible,No disponible,No disponible
8206229,"minerales, sílex, miel","mantequilla, roble, vai...","cítrico, limón, lima"
9543099,"cítrico, limón, pomelo","minerales, sal",manzana
7869,"roble, mantequilla, vai...","cítrico, limón, lima","pera, membrillo, manzan..."
1530399,"albaricoque, manzana, m...","mantequilla, caramelo, ...","cítrico, limón, cáscara..."
5313010,"tropical, piña, mango","roble, vainilla, manteq...","cítrico, lima, pomelo"


--- Vino blanco hasta 10200_13.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
2305079,"roble, mantequilla, vai...","cítrico, lima, pomelo","minerales, jengibre, ti..."
1148850,"melocotón, manzana, per...","miel, minerales, piedra","roble, vainilla, manteq..."
1424960,"roble, mantequilla, vai...","cítrico, limón, pomelo","minerales, miel, piedra"
6463642,"naranja, limón, naranja...",tropical,azahar
6295273,"cítrico, pomelo, limón","mantequilla, vainilla, ...","minerales, miel, piedra"
1117168,"limón, cítrico, lima","minerales, miel, Terros...","manzana verde, manzana,..."
3583665,"naranja, cítrico","melocotón, pera",orejones de albaricoque
2477482,"cereza negra, casis, za...","cuero, humo",pimienta
1414647,"miel, minerales, piedra","albaricoque, manzana, p...","cítrico, limón, naranja"
1924994,"limón, pomelo","manzana verde, manzana","minerales, hongo"
4853278,"miel, minerales, petról...","manzana verde, manzana,...","cítrico, limón, lima"
1949999,"roble, mantequilla, vai...","minerales, miel, piedra","cítrico, limón, lima"
9921023,"miel, sílex, minerales","albaricoque, melocotón,...","limón, mandarina, cítri..."
1244033,"roble, mantequilla, vai...","melocotón, pera, manzan...","cítrico, limón, lima"
6935,"roble, mantequilla, vai...","melocotón, manzana, alb...","miel, minerales, piedra"
1161010,"roble, mantequilla, vai...","cítrico, limón, lima","minerales, miel, piedra"
1186030,"sabor a nuez, nuez, ave...","miel, cera de abejas, h...","queso, levadura, crema"
1787248,"minerales, piedra, miel","melocotón, manzana, dru...","cítrico, limón, lima"
76341,"mantequilla, roble, vai...","minerales, miel, humo","cítrico, limón, pomelo"
5873336,"cítrico, naranja, pomel...","manzana verde, albarico...","minerales, tiza, caucho"
75865,"vainilla, mantequilla, ...","pera, melocotón, albari...","piedra, minerales, miel"
84466,"minerales, miel, piedra","mantequilla, roble, vai...","melocotón, manzana, per..."
1622227,"minerales, sílex, sal","pera, melocotón, manzan...","roble, mantequilla, vai..."
1187117,"pera, melocotón, manzan...","cítrico, limón, pomelo","minerales, miel, sal"
1153152,"minerales, miel, petról...","manzana, albaricoque, m...","lima, cítrico, pomelo"
1147767,"minerales, miel, hongo","cítrico, naranja, limón","albaricoque, manzana, p..."
1608522,"melocotón, albaricoque,...","miel, minerales, petról...","cítrico, limón, lima"
2697998,"manzana, pera, melocotó...","miel, minerales, cera","limón, cítrico, cáscara..."
1169719,"cítrico, limón, pomelo","mantequilla, roble, vai...","miel, minerales, piedra"
1491679,"cítrico, limón, pomelo","pera, manzana verde, me...","minerales, miel, piedra"
2634855,"piedra, sílex, minerale...","mantequilla, roble, vai...","drupa, pera, manzana"
41284,"cítrico, limón, lima","mantequilla, roble, vai...","manzana verde, manzana,..."
2125123,"minerales, miel, petról...","albaricoque, melocotón,...","cítrico, limón, pomelo"
2558496,"roble, mantequilla, car...","humo, cera de abejas, t...","limón, cítrico, cáscara..."
1240845,"albaricoque, pera, manz...","humo, tiza, Terroso","roble, mantequilla, tab..."
92249,"cítrico, limón, pomelo","roble, mantequilla, vai...","manzana, melón, manzana..."
3951901,"mantequilla, roble, mez...","manzana, melocotón, alb...","almendra, galleta, avel..."
1242847,"minerales, miel, petról...","melocotón, manzana verd...","cítrico, pomelo, lima"
4522646,"pera, albaricoque, drup...","roble, vainilla, manteq...","miel, piedra, tiza"
2424533,"miel, minerales, soluci...","mantequilla, chocolate","cereza negra, fruta neg..."
1107291,"mantequilla, roble, vai...","miel, minerales, piedra","cítrico, limón, lima"
4488895,"mantequilla, roble, vai...","manzana, pera, melocotó...","miel, minerales, cera"
1214613,"minerales, miel, piedra","melocotón, manzana, per...","cítrico, limón, pomelo"
7266350,"mantequilla, roble, tab...","queso, crema","pomelo, limón"
4838923,"roble, vainilla, manteq...","pera, melocotón, meloco...","cítrico, limón, pomelo"
9565833,"limón, cítrico, pomelo","solución salina, minera...","roble, mantequilla, ced..."
1230088,"miel, minerales, jengib...","albaricoque, melocotón,...","lichi, tropical, mango"
1517108,"minerales, piedra, hong...","mantequilla, roble, but...","almendra, brioche, tost..."
7632986,"naranja, cítrico, pomel...","piedra, miel, minerales","manzana, manzana amaril..."
1493925,"minerales, piedra, miel","cítrico, limón, lima","manzana verde, manzana,..."


--- Vino blanco hasta 10200_12.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
1284318,"albaricoque, melocotón,...","roble, nuez moscada, ma...","minerales, miel, sal"
11543231,No disponible,No disponible,No disponible
1776377,"miel, minerales, petról...","cítrico, pomelo, limón","manzana, albaricoque, m..."
7601105,"manzana asada, melocotó...","roble, mantequilla, vai...","miel, minerales, hongo"
2145342,No disponible,No disponible,No disponible
11426229,"roble, vainilla, manteq...","piña, tropical","manzana, pera"
4925765,"naranja, cítrico, pomel...","manzana, melocotón, alb...","miel, jengibre, mineral..."
1698191,"minerales, humo, miel","mantequilla, roble, vai...","melocotón, pera, manzan..."
1323602,"cítrico, limón, pomelo","melocotón, manzana verd...","miel, minerales, piedra"
6104544,"minerales, miel, piedra","roble, mantequilla, vai...","melocotón, manzana, man..."
1308014,"miel, minerales, pizarr...","melocotón, albaricoque,...","cítrico, limón, naranja"
2162816,limón,minerales,crema
63804,"miel, minerales, petról...","manzana, melocotón, per...","cítrico, limón, lima"
1099419,"mantequilla, roble, vai...","manzana, melocotón, per...","minerales, miel, piedra"
1235688,"minerales, miel, piedra","limón, cítrico, lima","mantequilla, roble, car..."
10537467,No disponible,No disponible,No disponible
6251697,"minerales, miel, sílex","limón, cítrico, pomelo","melocotón, albaricoque,..."
1622554,"manzana, melón, melocot...","miel, minerales, humo","mantequilla, roble"
12613034,No disponible,No disponible,No disponible
3080816,"minerales, miel, piedra","melocotón, albaricoque,...","cítrico, limón, lima"
4819820,"roble, mantequilla, vai...","cítrico, limón, lima",minerales
2033202,"miel, minerales","manzana, melocotón",
11971644,No disponible,No disponible,No disponible
2889081,"mantequilla, roble, vai...","cítrico, pomelo, limón","albaricoque, pera, manz..."
2917651,"manzana, melocotón, per...","minerales, miel, piedra","roble, vainilla, butter..."
1153695,"minerales, miel, petról...","melocotón, albaricoque,...","cítrico, limón, lima"
1112264,"cítrico, pomelo, limón","pera, melocotón, manzan...","minerales, piedra, miel"
9125878,"pera, manzana, manzana ...","cítrico, cáscara de lim...","levadura, queso, crema"
79521,"minerales, sílex, humo","roble, mantequilla, vai...","melocotón, pera, membri..."
5051885,"cítrico, naranja, cásca...","miel, minerales, soluci...","jengibre confitado, can..."
5680165,"manzana, melocotón, per...","mantequilla, roble, but...","piedra, minerales, piza..."
12069465,No disponible,No disponible,No disponible
9392414,tropical,albaricoque,paja
1950667,"mantequilla, roble, vai...","manzana, melocotón, mem...","almendra, brioche, sabo..."
1276346,"mantequilla, roble, vai...","minerales, miel, piedra","pera, manzana, melocotó..."
73234,"roble, mantequilla, vai...","minerales, miel, piedra","cítrico, limón, lima"
1522697,"roble, mantequilla, vai...","pera, manzana, albarico...","cítrico, limón, lima"
1128096,pera,cítrico,
6196610,No disponible,No disponible,No disponible
86685,"minerales, miel, petról...","melocotón, albaricoque,...","cítrico, limón, lima"
1605392,"roble, mantequilla, vai...","minerales, piedra, síle...","manzana, manzana verde,..."
1151473,"limón, cítrico, pomelo","tostada, galleta, almen...","roble, mantequilla, vai..."
1235362,"minerales, miel, piedra","cítrico, limón, lima","manzana verde, manzana,..."
1481926,"minerales, piedra, piza...","manzana, albaricoque, m...","limón, cítrico, pomelo"
1126789,"mantequilla, roble, vai...","minerales, miel, sal","manzana, albaricoque, p..."
1474005,"manzana, pera, manzana ...","mantequilla, roble, tof...","minerales, miel, piedra"
77415,"miel, minerales, piedra","melón, melocotón blanco...","roble, vainilla, manteq..."
6520510,"pera, albaricoque, melo...","cítrico, naranja, limón","minerales, miel, piedra"
8551029,No disponible,No disponible,No disponible
16539,"Terroso, sílex, hongo","roble, vainilla, manteq...","albaricoque, nectarina,..."


--- Vino blanco hasta 10200_10.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
11093,"mantequilla, roble, vai...","cítrico, limón, lima","minerales, miel, piedra"
1208450,"miel, minerales, piedra","melocotón, manzana, per...","cítrico, limón, lima"
6980853,No disponible,No disponible,No disponible
1313331,"minerales, piedra, humo","cítrico, pomelo, limón","manzana, manzana verde,..."
2179038,"cítrico, piel de limón,...","minerales, humo",pera
22663,"roble, mantequilla, vai...","minerales, miel, panal ...","albaricoque, melocotón,..."
2599542,"mantequilla, roble, vai...","miel, minerales, tiza","melocotón, albaricoque,..."
87807,"albaricoque, melocotón,...","lichi, tropical, piña","miel, jengibre, petróle..."
79767,"melocotón, manzana verd...","cítrico, pomelo, limón","tropical, piña, lichi"
2799634,No disponible,No disponible,No disponible
9332035,"albaricoque, pera asiát...",cítrico,minerales
5241896,"manzana, manzana verde,...","miel, minerales, sal","almendra, jarabe de arc..."
11542994,No disponible,No disponible,No disponible
17524,"manzana, pera, melocotó...","miel, minerales, piedra","cítrico, limón, pomelo"
13144765,No disponible,No disponible,No disponible
12900116,No disponible,No disponible,No disponible
779126,"roble, vainilla, manteq...","melocotón, pera, melón","limón, cítrico, pomelo"
5458650,"minerales, humo, sílex","drupa, melocotón, pera",roble
24119,"mantequilla, roble, vai...","pera, manzana, melocotó...","miel, minerales, piedra"
12179208,No disponible,No disponible,No disponible
12170134,No disponible,No disponible,No disponible
7274914,"miel, minerales, petról...","albaricoque, melón, man...","piña, mango, tropical"
1127426,"mantequilla, roble, vai...","cítrico, pomelo, limón","minerales, tiza, sílex"
2153398,"miel, petróleo, mineral...","naranja, cítrico","melocotón, manzana, alb..."
1215304,"manzana verde, melocotó...","limón, cítrico, lima","minerales, piedra, síle..."
73267,"mantequilla, roble, vai...","manzana, pera, melocotó...","cítrico, limón, lima"
12865,"minerales, miel, piedra","cítrico, limón, lima","manzana, manzana verde,..."
1601664,"mantequilla, roble, vai...","minerales, miel, piedra","pera, manzana, manzana ..."
1221334,"melocotón, manzana, alb...","minerales, miel, piedra","cítrico, limón, lima"
1852109,"miel, minerales, petról...","melocotón, manzana, alb...","cítrico, limón, lima"
1565995,"miel, minerales, jengib...","albaricoque, manzana, m...","lichi, tropical, mango"
41454,"roble, mantequilla, vai...","manzana, melocotón, per...","minerales, miel, piedra"
13143872,No disponible,No disponible,No disponible
6509408,"lichi, fruta de la pasi...","pomelo, naranja, cítric...","melocotón, albaricoque,..."
83541,"melocotón, manzana, per...","cítrico, pomelo, limón","crema, banana, levadura"
11444745,"melocotón, albaricoque,...","brioche, sabor a nuez, ...","mantequilla, vainilla"
11121460,caramelo,,
14678,"roble, mantequilla, car...","tostada, almendra, cast...","cítrico, limón, piel de..."
6277157,"albaricoque, manzana ve...","minerales, miel, piedra","limón, lima, cítrico"
2482040,"pera, manzana verde, ma...","roble, vainilla, manteq...","limón, cítrico, pomelo"
12024134,No disponible,No disponible,No disponible
2755331,"minerales, sílex, miel","cítrico, limón, pomelo","roble, vainilla, manteq..."
2754601,"vainilla, mantequilla, ...","cítrico, limón","minerales, tiza, miel"
10895699,cítrico,,
1198703,"mantequilla, roble, vai...","crema, queso, crema de ...","minerales, miel"
4214734,"miel, minerales, piedra","albaricoque, pera, drup...","cítrico, limón, lima"
1820833,"mantequilla, roble, vai...","minerales, miel, piedra","manzana, albaricoque, m..."
1227142,"melocotón, albaricoque,...","piedra, minerales, solu...","cítrico, limón"
8646084,"melocotón, pera verde, ...","naranja, limón","mantequilla, roble"
1533415,"roble, mantequilla, car...","miel, minerales, humo","cítrico, limón, lima"


--- Vino blanco hasta 10200_11.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
12470859,No disponible,No disponible,No disponible
12070337,No disponible,No disponible,No disponible
1105696,"minerales, miel, humo","manzana, pera, melocotó...","cítrico, limón, lima"
1968543,"pomelo, mermelada, nara...",miel,"mantequilla, coco"
1198948,"mantequilla, roble, vai...","manzana, melón, manzana...","miel, minerales, hongo"
2617028,"mantequilla, roble, vai...","manzana, pera, albarico...","cítrico, limón, lima"
37414,"minerales, miel, petról...","melocotón, albaricoque,...","cítrico, limón, lima"
6418930,"miel, minerales, humo","pera, manzana, albarico...","cítrico, pomelo, limón"
23084,"cítrico, pomelo, limón","minerales, miel, humo","manzana verde, melón, m..."
1597345,"roble, mantequilla, vai...","manzana, albaricoque, m...","crema, levadura, aceite"
2996,"mantequilla, roble, vai...","manzana, pera, melocotó...","cítrico, limón, pomelo"
3392419,"minerales, piedra, miel","mantequilla, roble, vai...","cítrico, limón, pomelo"
68324,"miel, minerales, petról...","melocotón, albaricoque,...","cítrico, limón, lima"
4025626,"cítrico, pomelo, limón","minerales, miel, piedra","melocotón, melocotón bl..."
1396403,"minerales, miel, hongo","cítrico, limón, piel de...","drupa, manzana, caqui"
1275531,"roble, mantequilla, vai...","minerales, piedra, Terr...","pomelo, cítrico, lima"
1195079,"minerales, miel, piedra","mantequilla, roble, vai...","manzana, albaricoque, p..."
84913,"mantequilla, roble, vai...","cítrico, limón, lima","manzana, pera, manzana ..."
1172339,"mantequilla, roble, vai...","cítrico, limón, piel de...","manzana, pera, albarico..."
1219668,"cítrico, pomelo, limón","manzana, melocotón, per...","crema, crema de limón"
779226,"minerales, miel, piedra","mantequilla, roble, vai...","cítrico, limón, piel de..."
1207050,"cítrico, limón, lima","minerales, sílex, miel","manzana, manzana verde,..."
779973,"roble, mantequilla, vai...","miel, minerales, piedra","melocotón, manzana, alb..."
1235228,"roble, vainilla, manteq...","albaricoque, manzana, p...","cítrico, limón, cáscara..."
1597506,"mantequilla, roble, vai...","minerales, miel, piedra","cítrico, limón, lima"
1141107,"pera, manzana, melocotó...","miel, minerales, petról...","cítrico, limón, lima"
1814770,"mantequilla, roble, vai...","minerales, miel, piedra","cítrico, limón, cáscara..."
1507801,"melocotón, albaricoque,...","miel, minerales, piedra","cítrico, limón, pomelo"
1201875,"minerales, Terroso, mie...","manzana, manzana verde,...","cítrico, lima, pomelo"
2425702,"mantequilla, roble, vai...","miel, minerales, humo","lima, cítrico, limón"
8521835,"minerales, hongo","cítrico, pomelo, piel d...","coco, roble, vainilla"
1178834,"naranja, cítrico, cásca...","miel, minerales, humo","albaricoque, manzana, m..."
16553,"mantequilla, roble, but...","miel, minerales","albaricoque, melón"
779225,"mantequilla, roble, vai...","minerales, miel, piedra","cítrico, limón, lima"
3311081,No disponible,No disponible,No disponible
1454373,"mantequilla, roble","cítrico, pomelo rosado","minerales, piedra"
1236464,"melocotón, manzana, man...","minerales, petróleo, qu...","piña, lichi, fruta de l..."
1591500,"roble, vainilla, manteq...","miel, Terroso, minerale...","albaricoque, manzana, p..."
9546872,"miel, minerales, soluci...","manzana, melocotón en l...","tropical, mango, piña"
1187458,"minerales, piedra, miel","roble, mantequilla, vai...","manzana, manzana verde,..."
1133231,"pera, manzana, melocotó...","miel, minerales, piedra","roble, mantequilla, vai..."
1396952,"melocotón, albaricoque,...","miel, minerales, jengib...","naranja, cítrico, piel ..."
75200,"minerales, miel, petról...","melocotón, manzana, alb...","limón, cítrico, piel de..."
1523897,"queso, aceite, levadura","cítrico, limón, naranja","Terroso, miel, minerale..."
2410111,"roble, mantequilla, vai...","pera, melocotón, manzan...","miel, minerales, piedra"
1208731,"roble, vainilla, manteq...","melocotón, manzana, alb...","miel, minerales, sílex"
4561282,"miel, minerales, piedra","pera, manzana, manzana ...","cítrico, limón, lima"
7273,"mantequilla, roble, vai...","manzana, melocotón, per...","miel, minerales, piedra"
1198645,"mantequilla, roble, vai...","cítrico, limón, lima","pera, melocotón, manzan..."
1524344,"naranja, cáscara de nar...","miel, minerales, cera","albaricoque, melocotón,..."


--- Vino blanco hasta 10200_14.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
9488038,piña,cítrico,Terroso
2716729,"limón, cítrico",minerales,mantequilla
1718947,"miel, minerales, piedra","melocotón, drupa, albar...","roble, vainilla, manteq..."
4439738,"pera, manzana, albarico...","minerales, miel, tiza","cítrico, piel de limón,..."
6417060,"Terroso, miel, hongo",crema,caramelo
5599176,"manzana, albaricoque, p...","miel, minerales, queros...","cítrico, limón, lima"
11775445,No disponible,No disponible,No disponible
24075,"minerales, miel, piedra","mantequilla, roble, but...","cítrico, limón, pomelo"
1221576,"minerales, miel, tiza","cítrico, limón, pomelo","roble, mantequilla, vai..."
5994988,"mantequilla, roble, vai...","pera, manzana, albarico...","minerales, sal, piedra"
99629,"miel, minerales, piedra","albaricoque, melocotón,...","roble, mantequilla, vai..."
1188172,"minerales, miel, piedra","roble, mantequilla, vai...","cítrico, limón, pomelo"
1102933,"albaricoque, melocotón,...","miel, minerales, piedra","cítrico, limón, lima"
6403039,"roble, vainilla, manteq...","limón, cítrico, cáscara...","tropical, mango"
1240491,"mantequilla, roble, vai...","melocotón, albaricoque,...","minerales, miel, piedra"
1232656,"cítrico, limón, lima","minerales, piedra, humo","manzana, pera, manzana ..."
1153151,"miel, minerales, queros...","melocotón, pera, manzan...","limón, lima, pomelo"
1255075,"roble, mantequilla, vai...","manzana, albaricoque, m...","minerales, miel, humo"
11378380,No disponible,No disponible,No disponible
2396179,"minerales, miel, tiza","limón, lima, cítrico","pera, manzana, manzana ..."
1209743,"cítrico, limón, pomelo","melocotón, pera, meloco...","roble, mantequilla, tof..."
10676378,No disponible,No disponible,No disponible
1468428,"miel, hongo, minerales","melocotón, albaricoque,...","cítrico, limón, naranja"
1977136,"miel, minerales, soluci...","pera, melocotón, manzan...","cítrico, limón, piel de..."
5173174,"minerales, miel, piedra","manzana, melocotón, per...","cítrico, pomelo, limón"
1107906,"albaricoque, melocotón,...","miel, minerales, piedra","madreselva, lirio, viol..."
1257630,"minerales, miel, piedra","cítrico, limón, pomelo","mantequilla, roble, tof..."
5794737,"roble, mantequilla avel...",crema,"manzana, pera"


--- Vino blanco hasta 10200_9.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
2985159,"albaricoque, melocotón,...","limón, cítrico, naranja","roble, nuez moscada, va..."
6332271,"melocotón, melocotón bl...","crema, pan tostado","vainilla, mantequilla, ..."
2058604,"minerales, miel, tiza","cítrico, limón, lima","manzana verde, pera, ma..."
2155298,"roble, vainilla, carame...","miel, hongo, minerales","almendra, sabor a nuez,..."
9308731,"manzana asada, melón","avellana, tostada",pomelo
2371063,"miel, minerales, tiza","pera, manzana, melocotó...","cítrico, limón"
1176637,"melocotón, manzana, mel...","vainilla, roble, mezcla...","tostada, caramelo quema..."
1126849,"mantequilla, roble, vai...","minerales, miel, piedra","melocotón, pera, manzan..."
1487895,"jengibre, miel, mineral...","manzana verde, pera, ma...","limón, cítrico"
1543982,"manzana verde, albarico...","limón, cítrico, pomelo","tostada, sabor a nuez, ..."
5443218,"minerales, sílex, humo","cítrico, limón, lima","manzana, albaricoque, p..."
2761645,"melocotón, manzana verd...","cítrico, cáscara de lim...",
86690,"melocotón, manzana, alb...","miel, minerales, petról...","cítrico, lima, limón"
2871,"mantequilla, roble, vai...","miel, minerales, piedra","manzana, melocotón, alb..."
5115,"roble, mantequilla, vai...","pera, melón, manzana","cítrico, limón, piel de..."
1555830,"cítrico, limón, lima","minerales, piedra, miel","manzana, pera, albarico..."
1424141,"albaricoque, melocotón,...","miel, minerales, jengib...","butterscotch, mantequil..."
4901739,"minerales, miel, sílex","roble, mantequilla, vai...","melocotón, manzana, alb..."
1098866,"melocotón, pera, albari...","miel, piedra, Terroso","cítrico, pomelo, lima"
9754945,"minerales, sal, piedra","cítrico, limón","manzana, drupa"
1164660,"minerales, petróleo, mi...","melocotón, pera, manzan...","cítrico, limón, lima"
2255340,"cítrico, limón, pomelo","minerales, sílex, humo","pera, albaricoque, manz..."
2711628,"minerales, piedra, síle...","cítrico, lima, pomelo","melocotón, manzana verd..."
1200673,"albaricoque, melocotón,...","miel, minerales, piedra","roble, mantequilla, vai..."
1950121,"naranja, cáscara de nar...","miel, jengibre, piedra","albaricoque, melocotón,..."
7957960,"miel, piedra, minerales","pera, manzana, manzana ...","cítrico, limón, cáscara..."
8061131,"manzana, pera, albarico...","miel, minerales, sal","acacia, azahar"
1111721,"cítrico, limón, lima","minerales, miel, humo","manzana, manzana verde,..."
1155694,"mantequilla, roble, vai...","minerales, miel, piedra","cítrico, limón, pomelo"
78370,"minerales, piedra, miel","roble, mantequilla, vai...","cítrico, limón, lima"
76132,"roble, mantequilla, vai...","cítrico, limón, pomelo","melocotón, pera, manzan..."
1418252,"roble, vainilla, manteq...","manzana, melocotón, alb...","cítrico, lima, cáscara ..."
1221489,"minerales, humo, sílex","cítrico, limón, piel de...","mantequilla, roble, vai..."
1923478,"albaricoque, melocotón,...","lichi, tropical, piña","lima, pomelo, cítrico"
1257115,"miel, minerales, hongo","albaricoque, melocotón ...",crema
1884225,"roble, mantequilla, vai...","cítrico, limón, lima","melocotón, manzana, nec..."
5106,"pera, manzana, manzana ...","cítrico, limón, pomelo","minerales, miel, piedra"
82915,"cítrico, pomelo, limón","pera, manzana, melón","tropical, piña, kiwi"
11215798,No disponible,No disponible,No disponible
1107302,"mantequilla, roble, vai...","cítrico, limón","melocotón, drupa, melón"
1984149,"minerales, miel, piedra","cítrico, limón, naranja","manzana, pera, melocotó..."
1204146,"minerales, miel, sal","melocotón, manzana, man...","cítrico, limón, lima"
1351873,"mantequilla, roble, vai...","minerales, miel, sílex","pera, manzana, albarico..."
6139635,"roble, vainilla, manteq...","manzana verde, pera, ma...","limón, cítrico, piel de..."
1100051,"minerales, miel, humo","cítrico, limón, lima","roble, mantequilla, vai..."
2138735,"melocotón, albaricoque,...","miel, minerales, cuero","roble, vainilla, manteq..."
7106044,"mantequilla, roble, vai...","minerales, miel, sílex","limón, cítrico, lima"
1922905,"minerales, miel, hongo","mantequilla, caramelo, ...","cítrico, pomelo"
1299616,"minerales, piedra, miel","roble, mantequilla, car...","cítrico, limón, cáscara..."
5123429,"melocotón, manzana verd...","mantequilla, roble, vai...","minerales, sílex, miel"


--- Vino blanco hasta 10200_8.csv ---
﻿Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
82279,"albaricoque, manzana, m...","miel, minerales, piedra","cítrico, limón, naranja"
5628236,"mantequilla, roble, vai...","cítrico, pomelo, limón","minerales, miel, sílex"
3138322,"albaricoque, melocotón,...","miel, sílex, minerales","pomelo, limón, cáscara ..."
1263,"roble, mantequilla, vai...","cítrico, limón, lima","melocotón, manzana, per..."
2415206,"vainilla, mantequilla, ...","limón, cítrico, lima","crema, crema de limón"
11508527,No disponible,No disponible,No disponible
2876190,"mantequilla, roble, vai...","manzana, pera, albarico...","miel, minerales, piedra"
1554167,"mantequilla, roble, vai...","minerales, piedra, miel","cítrico, limón, pomelo"
79553,"mantequilla, roble, vai...","manzana, pera, melocotó...","minerales, piedra, miel"
1923998,"naranja, cítrico, merme...","miel, minerales, piedra","albaricoque, manzana, m..."
779988,"mantequilla, roble, vai...","miel, minerales, piedra","pera, manzana, melocotó..."
3919916,"almendra, nuez negra, h...",,
2543633,orejones de albaricoque...,"brioche, almendra, sabo...","miel, minerales"
1197480,"roble, mantequilla, vai...","cítrico, limón, pomelo","minerales, miel, piedra"
20454,"limón, cítrico, pomelo","mantequilla, roble, vai...","minerales, sal, piedra"
1800191,"minerales, sílex, miel","cítrico, limón, lima","mantequilla, roble, vai..."
2485571,"roble, caramelo, vainil...","manzana, pera, manzana ...","cítrico, limón, pomelo"
2590202,"melocotón, albaricoque,...","cítrico, limón, pomelo","miel, piedra, sílex"
2773448,"miel, minerales, piedra","manzana, melocotón, alb...","cítrico, limón, lima"
10925,"miel, minerales, piedra","melocotón, albaricoque,...","roble, mantequilla, vai..."
1643533,"minerales, miel, piedra","roble, mantequilla, vai...","pera, melocotón, manzan..."
1244026,"sabor a nuez, nuez, alm...","miel, minerales, soluci...","manzana, albaricoque, p..."
97369,"limón, cítrico, pomelo","manzana verde, melocotó...","grosella espinosa, paja"
6266434,"melocotón, albaricoque,...","limón, lima, cítrico","minerales, piedra, miel"
