Url,ID,Nombre,Año,País,Región,Bodega,Tipo de vino,Uva,Precio,Valoración,Contenido de alcohol,Maridajes,Ligero/Poderoso,Suave/Tánico,Seco/Dulce,Débil/Ácido,Taste_Note_1,Taste_Note_2,Taste_Note_3
https://www.vivino.com/ES/es/yann-durieux-les-1er-ponts/w/1950408,1950408,Les 1er Ponts,No disponible,Francia,Bourgogne Hautes-Côtes de Nuits,Yann Durieux,Vino tinto,Pinot Noir,109.64,3.9,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",3.4,2.5,0.2,6.6,"fresa, frutos rojos, ar...","Terroso, suelo del bosq...","roble, vainilla, bebida..."
https://www.vivino.com/ES/es/chateau-la-negly-la-porte-du-ciel-languedoc-la-clape/w/1171095,1171095,La Porte du Ciel Languedoc La Clape,No disponible,Francia,La Clape,Château la Négly,Vino tinto,Shiraz/Syrah,126,4.6,5,"Ternera, Ternera lechal, Pasta",7.0,5.5,1.7,5.7,"fruta negra, mora, casi...","pimienta, regaliz, cane...","roble, vainilla, cedro"
https://www.vivino.com/ES/es/jean-michel-gerin-cote-bodin-cote-rotie/w/8931894,8931894,Côte-Bodin Côte-Rôtie,No disponible,Francia,Côte-Rôtie,Jean-Michel Gerin,Vino tinto,Shiraz/Syrah,114.94,4.4,12,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)",6.8,6.5,0.8,5.6,"hongo, humo, grasa de t...","jambul, mora","eucalipto, estragón"
https://www.vivino.com/ES/es/marques-de-riscal-tapias-de-marques-de-riscal/w/11102978,11102978,Tapias de,No disponible,España,Rioja,Marqués de Riscal,Vino tinto,Tempranillo,70.90,4.4,3,"Ternera, Cordero, Ternera lechal, Aves",5.2,5.2,2.0,5.0,No disponible,No disponible,No disponible
https://www.vivino.com/ES/es/col-solare-red/w/61214,61214,Red,No disponible,Estados Unidos,Red Mountain,Col Solare,Vino tinto,Cabernet Sauvignon,71.32,4.3,5,"Ternera, Ternera lechal, Aves, Pasta",6.5,5.1,0.7,6.0,"vainilla, roble, tabaco","mora, cereza negra, cir...","cuero, Terroso, humo"
https://www.vivino.com/ES/es/luigi-oddero-vigna-rionda-barolo/w/1491564,1491564,Vigna Rionda Barolo,No disponible,Italia,Barolo,Luigi Oddero,Vino tinto,Nebbiolo,94.96,4.2,13,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)",5.9,7.1,0.3,7.9,"cuero, suelo del bosque...","roble, tabaco, cedro","cereza, frutos rojos, f..."
https://www.vivino.com/ES/es/mullineux-iron-syrah/w/4019201,4019201,Iron Syrah,No disponible,Sudáfrica,Swartland,Mullineux,Vino tinto,Shiraz/Syrah,64.93,4.3,14,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)",7.3,4.8,0.5,5.1,"hierro, Terroso, cuero","ciruela, frutos del bos...","pimienta, eucalipto, hi..."
https://www.vivino.com/ES/es/quinta-vale-d-maria-vinha-do-rio-douro-tinto/w/1950164,1950164,Vinha do Rio Douro Tinto,No disponible,Portugal,Douro,Quinta Vale D. Maria,Vino tinto,Touriga Nacional,120,4.6,14,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)",7.9,5.0,1.7,3.7,"roble, chocolate, tabac...","cereza negra, fruta neg...","frambuesa, frutos rojos..."
https://www.vivino.com/ES/es/chateau-de-marsannay-gevrey-chambertin-1er-cru/w/1737361,1737361,Gevrey-Chambertin 1er Cru,No disponible,Francia,Gevrey-Chambertin Premier Cru,Château de Marsannay,Vino tinto,Pinot Noir,109.20,4.0,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",4.0,2.5,0.4,7.8,"cuero, minerales, hongo","café, roble, tabaco","cereza, frambuesa"
https://www.vivino.com/ES/es/hirsch-vineyards-reserve-pinot-noir/w/1561026,1561026,Reserve Pinot Noir,No disponible,Estados Unidos,Sonoma Coast,Hirsch Vineyards,Vino tinto,Pinot Noir,113,4.3,8,"Ternera lechal, Cerdo, Aves, Champiñones",3.8,1.8,0.6,5.3,"cereza, fresa, frambues...","roble, vainilla, tabaco","Terroso, minerales, hum..."
https://www.vivino.com/ES/es/fr-regnard-gevrey-chambertin/w/1526558,1526558,Gevrey-Chambertin,No disponible,Francia,Gevrey-Chambertin,Régnard,Vino tinto,Pinot Noir,114.88,4.1,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",4.5,2.5,0.0,7.1,"frambuesa, fresa, cerez...","Carne de caza, cuero","mermelada, ciruela"
https://www.vivino.com/ES/es/michel-magnien-gevrey-chambertin-aux-echezeaux/w/1586163,1586163,Gevrey-Chambertin 'Aux Echezeaux',No disponible,Francia,Gevrey-Chambertin,Michel Magnien,Vino tinto,Pinot Noir,107.60,4.1,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",3.6,2.8,0.1,7.2,"Terroso, cuero, cacao","mora, ciruela, cereza n...","café, bebida cola, robl..."
https://www.vivino.com/ES/es/bodega-elias-mora-toro-gran-elias-mora/w/21212,21212,Toro Gran Elías Mora,2015,España,Toro,Bodega Elias Mora,Vino tinto,Tinta de toro,37.50,4.2,15,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)",7.6,5.2,0.3,3.2,"roble, tabaco, vainilla","casis, mora, ciruela","cuero, humo, Terroso"
https://www.vivino.com/ES/es/maison-morey-blanc-aloxe-corton-1er-cru-les-vercots/w/2811211,2811211,Aloxe Corton 1er Cru Les Vercots,No disponible,Francia,Aloxe-Corton Premier Cru,Morey-Blanc,Vino tinto,Pinot Noir,109.40,4.1,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",2.7,1.2,0.0,6.1,"cereza, frambuesa, fres...","cereza negra, mora",cuero
https://www.vivino.com/ES/es/maxime-cheurlin-noellat-vieilles-vignes-gevrey-chambertin/w/7240477,7240477,Vieilles Vignes Gevrey-Chambertin,No disponible,Francia,Gevrey-Chambertin,Maxime Cheurlin-Noëllat,Vino tinto,Pinot Noir,110.50,4.3,No disponible,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",4.0,3.4,0.5,6.8,"Terroso, cuero, humo","frambuesa, arándano roj...","roble, bebida cola"
https://www.vivino.com/ES/es/biniagual-finca-biniagual-gran-veran/w/3672801,3672801,Finca  Gran Verán,No disponible,España,Binissalem-Mallorca,Biniagual,Vino tinto,"Shiraz/Syrah, Manto Negro",49.53,4.3,5,"Ternera, Ternera lechal, Aves, Pasta",6.3,4.0,1.4,4.1,"roble, vainilla, chocol...","ciruela, mora, fruta ne...","cuero, aceto balsámico,..."
https://www.vivino.com/ES/es/ardhuy-corton-renardes-grand-cru/w/22368,22368,Corton Renardes Grand Cru,No disponible,Francia,"Corton Grand Cru ""Les Renardes""",Ardhuy,Vino tinto,Pinot Noir,115.70,4.4,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",3.7,2.7,0.8,6.4,"frambuesa, fresa, aránd...","Terroso, humo, Carne de...","vainilla, roble, bebida..."
https://www.vivino.com/ES/es/domaine-louis-max-corton-grand-cru-les-perrieres/w/3859104,3859104,Corton Grand Cru Les Perrières,No disponible,Francia,Corton Grand Cru,Louis Max,Vino tinto,Pinot Noir,108.33,3.9,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",2.8,1.5,0.0,5.0,No disponible,No disponible,No disponible
https://www.vivino.com/ES/es/domaine-faiveley-chambolle-musigny-1er-cru-aux-beaux-bruns/w/4460509,4460509,Chambolle-Musigny 1er Cru 'Aux Beaux Bruns',No disponible,Francia,"Chambolle-Musigny 1er Cru ""Aux Beaux Bruns""",Domaine Faiveley,Vino tinto,Pinot Noir,79.79,4.1,14,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",3.9,2.9,0.1,6.6,"cereza, cerezo ácido, f...","cuero, Terroso, hongo","arándano, mora, casis"
https://www.vivino.com/ES/es/guasti-clemente-and-figli-barolo-riserva-barolo/w/1145096,1145096,Barolo Riserva,No disponible,Italia,Barolo,Guasti Clemente,Vino tinto,Nebbiolo,110,4.1,13,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)",5.8,6.9,0.0,8.0,"cuero, alquitrán, suelo...","tabaco, roble, cedro","cereza, cereza roja, fr..."
https://www.vivino.com/ES/es/sassetti-livio-brunello-di-montalcino-riserva/w/1170523,1170523,Brunello di Montalcino Riserva,No disponible,Italia,Brunello di Montalcino,Sassetti Livio,Vino tinto,Sangiovese,85.01,4.3,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)",4.4,5.4,0.7,6.3,"cuero, Terroso, humo","tabaco, roble, cedro","cereza, frutos rojos, f..."
https://www.vivino.com/ES/es/giacomo-fenocchio-barolo-riserva-bussia-90-di/w/1142310,1142310,Barolo Riserva Bussia 90 Dì,No disponible,Italia,Barolo,Giacomo Fenocchio,Vino tinto,Nebbiolo,26.47,4.2,14,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)",6.0,7.5,0.1,8.0,"roble, tabaco, café","cuero, Terroso, alquitr...","cereza, fresa, frutos r..."
https://www.vivino.com/ES/es/gianni-gagliardo-barolo-lazzarito-preve/w/5792945,5792945,Barolo Lazzarito Preve,No disponible,Italia,Barolo,Gianni Gagliardo,Vino tinto,Nebbiolo,90.85,4.3,5,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)",6.3,7.3,0.3,7.9,"cuero, Terroso, hongo","roble, tabaco, chocolat...","cereza, frambuesa, fres..."
https://www.vivino.com/ES/es/montes-folly-syrah/w/71264,71264,Folly Syrah,No disponible,Chile,Valle de Colchagua,Montes,Vino tinto,Shiraz/Syrah,71.63,4.4,2,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)",8.0,4.0,1.3,2.4,"mora, ciruela, fruta ne...","chocolate, roble, vaini...","cuero, Terroso, humo"
https://www.vivino.com/ES/es/azienda-agricola-sergio-arcuri-piu-vite-ciro-riserva/w/5529312,5529312,Più Vite Cirò Riserva,No disponible,Italia,Cirò,Azienda Agricola Sergio Arcuri,Vino tinto,Gaglioppo,No disponible,3.9,5,"Ternera, Cordero, Pasta",7.2,5.4,0.9,3.7,"cereza, frambuesa, fres...","cuero, humo, aceto bals...",tomate
https://www.vivino.com/ES/es/chateau-de-saint-cosme-gigondas-valbelle/w/825165,825165,Gigondas Valbelle,No disponible,Francia,Gigondas,Château de Saint Cosme,Vino tinto,Chardonnay,120,4.2,5,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)",6.3,4.9,0.8,5.1,"mora, cereza negra, cir...","roble, tabaco, vainilla","cuero, Terroso, humo"
https://www.vivino.com/ES/es/paul-hobbs-cabernet-sauvignon/w/87659,87659,Cabernet Sauvignon,No disponible,Estados Unidos,Valle de Napa,Paul Hobbs,Vino tinto,Cabernet Sauvignon,124.78,4.5,7,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado), Queso curado",8.0,5.0,0.8,4.9,"mora, frutos del bosque...","roble, tabaco, vainilla","cuero, Terroso, cacao"
https://www.vivino.com/ES/es/perinet-eleven-ninetyfour/w/7051839,7051839,1194,No disponible,España,Priorato,Perinet,Vino tinto,"Cariñena, Garnacha",120,4.4,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)",7.4,4.7,0.4,4.9,"frambuesa, cereza, frut...","cuero, Terroso, aceto b...","roble, tabaco, vainilla"
https://www.vivino.com/ES/es/jean-michel-guillon-gevrey-chambertin-1er-cru-les-champeaux/w/5378172,5378172,Gevrey-Chambertin 1er Cru 'Les Champeaux',No disponible,Francia,"Gevrey-Chambertin 1er Cru ""Champeaux""",Jean-Michel Guillon,Vino tinto,Pinot Noir,No disponible,4.0,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",4.7,2.8,0.0,6.4,"Terroso, ceniza, aceto ...","cigarro, bebida cola, r...","frutos del bosque, ciru..."
https://www.vivino.com/ES/es/thibault-aloxe-corton-premier-cru-la-toppe-au-vert/w/1507853,1507853,Aloxe Corton Premier Cru 'La Toppe Au Vert',No disponible,Francia,"Aloxe-Corton 1er Cru ""La Toppe au Vert""",Thibault Liger-Belair,Vino tinto,Pinot Noir,70.37,4.2,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",3.1,2.2,1.6,6.3,"cereza, frambuesa, frut...","Terroso, minerales, hon...","roble, clavo de olor, t..."
https://www.vivino.com/ES/es/michel-noellat-les-suchots-vosne-romanee-1er-cru/w/1216431,1216431,Les Suchots Vosne-Romanée 1er Cru,No disponible,Francia,"Vosne-Romanée 1er Cru ""Les Suchots""",Michel Noëllat,Vino tinto,Pinot Noir,120,4.3,14,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",4.2,3.2,0.7,6.6,"cereza, fresa, frutos r...","Terroso, cuero, carbón ...","roble, vainilla, clavo ..."
https://www.vivino.com/ES/es/sandhi-romance-pinot-noir/w/11839748,11839748,Romance Pinot Noir,No disponible,Estados Unidos,Sta. Rita Hills,Sandhi,Vino tinto,Pinot Noir,119.90,4.1,No disponible,"Ternera lechal, Cerdo, Aves, Champiñones",4.0,1.5,0.0,6.5,No disponible,No disponible,No disponible
https://www.vivino.com/ES/es/chauvenet-chopin-clos-vougeot-grand-cru-clos-de-vougeot/w/1555048,1555048,Clos Vougeot Grand Cru,No disponible,Francia,Clos Vougeot Grand Cru,Chauvenet-Chopin,Vino tinto,Pinot Noir,121,4.4,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",4.2,2.9,0.6,6.9,"cereza negra, arándano","regaliz, canela, almizc...","caldo de res, tiza, cue..."
https://www.vivino.com/ES/es/chateau-de-fosse-seche-reserve-du-pigeonnier/w/2810528,2810528,Réserve du Pigeonnier,No disponible,Francia,Saumur,Château de Fosse-Sèche,Vino tinto,"Cabernet Franc, Cabernet Sauvignon",121.90,4.0,13,"Cordero, Cerdo, Aves, Queso de leche de cabra",5.3,5.2,0.0,7.3,"humo, cuero, olla de ba...","fresa, cereza, frambues...","fruta negra, mora, casi..."
https://www.vivino.com/ES/es/xavier-durand-corton-rognet-grand-cru/w/3324398,3324398,Corton Rognet Grand Cru,No disponible,Francia,"Corton Grand Cru ""Le Rognet et Corton""",Xavier Durand,Vino tinto,Pinot Noir,115,4.3,No disponible,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",2.6,1.4,0.0,6.5,Terroso,queso,roble
https://www.vivino.com/ES/es/fr-lucien-barrot-fils-chateauneuf-du-pape/w/1106467,1106467,Châteauneuf-du-Pape,No disponible,Francia,Châteauneuf-du-Pape,Lucien Barrot & Fils,Vino tinto,Grenache,108,4.0,5,"Cordero, Cerdo, Aves",7.8,3.9,0.6,4.2,"Terroso, cuero, humo","cereza, frambuesa, frut...","ciruela, mora, casis"
https://www.vivino.com/ES/es/elizabeth-spencer-rutherford-cabernet-sauvignon/w/2969437,2969437,Cabernet Sauvignon,No disponible,Estados Unidos,Rutherford,Elizabeth Spencer,Vino tinto,Cabernet Sauvignon,57.26,4.3,No disponible,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado), Queso curado",7.6,5.1,1.3,5.8,"mora, frutos del bosque...","pizarra, piedra",crema
https://www.vivino.com/ES/es/fr-pierre-jean-villa-cote-rotie-fongeant/w/5957988,5957988,Côte-Rôtie 'Fongeant',No disponible,Francia,Côte-Rôtie,Pierre Jean Villa,Vino tinto,Shiraz/Syrah,98.18,4.3,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)",7.4,7.4,0.8,6.4,"vainilla, roble","fruta negra, cereza neg...",pimienta
https://www.vivino.com/ES/es/cederberg-cape-winemakers-guild-teen-die-hoog-shiraz/w/2594019,2594019,Cape Winemakers Guild Teen Die Hoog Shiraz,No disponible,Sudáfrica,Citrusdal Valley,Cederberg,Vino tinto,Shiraz/Syrah,112,4.6,No disponible,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)",7.2,4.0,1.4,4.7,"ciruela, mora, arándano","cedro, roble, chocolate","pimienta, regaliz, pimi..."
https://www.vivino.com/ES/es/golan-heights-winery-yarden-allone-habashan-vineyard-merlot/w/7686170,7686170,Yarden Allone Habashan Vineyard Merlot,No disponible,Israel,Galilea,Golan Heights Winery,Vino tinto,Merlot,47.70,4.5,15,"Ternera, Cordero, Ternera lechal",6.0,2.4,1.6,1.7,"chocolate, vainilla, ro...","fruta negra, mora, arán...","frambuesa, fresa, cerez..."
https://www.vivino.com/ES/es/st-michael-eppan-the-wine-collection-pinot-noir-riserva/w/7654487,7654487,The Wine Collection Pinot Noir Riserva,No disponible,Italia,Südtirol - Alto Adige,St. Michael-Eppan,Vino tinto,Pinot Noir,125,4.4,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",5.1,3.2,0.9,5.8,"clavo de olor, roble, t...","cereza, frambuesa, fres...","hongo, cuero, grasa de ..."
https://www.vivino.com/ES/es/sukula-meriame-barolo/w/1434467,1434467,Meriame Barolo,No disponible,Italia,Barolo,Sukula,Vino tinto,Nebbiolo,121.23,4.2,No disponible,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)",6.4,8.0,0.0,8.0,"roble, vainilla, tabaco","Terroso, humo, cuero","cereza, frambuesa, frut..."
https://www.vivino.com/ES/es/hubert-chavy-pommard-les-chanlins-1er-cru/w/1357993,1357993,Pommard Les Chanlins 1er Cru,No disponible,Francia,"Pommard 1er Cru ""Les Chanlins-Bas""",Chavy-Chouet,Vino tinto,Pinot Noir,66.90,4.2,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",3.6,2.2,0.0,6.5,"minerales, Terroso, cue...","cereza, fresa, frambues...","ciruela, frutos del bos..."
https://www.vivino.com/ES/es/pizzato-alicante-bouschet-reserva/w/2219341,2219341,Alicante Bouschet Reserva,No disponible,Brasil,Vale dos Vinhedos,Pizzato,Vino tinto,Alicante Bouschet,120,3.9,13,No disponible,No disponible,No disponible,No disponible,No disponible,"ciruela, fruta negra, m...","roble, tabaco, vainilla","cuero, humo, Terroso"
https://www.vivino.com/ES/es/uva-mira-mountain-vineyards-o-t-v/w/2853806,2853806,O.T.V.,No disponible,Sudáfrica,Stellenbosch,Uva Mira Mountain Vineyards,Vino tinto,"Cabernet Sauvignon, Cabernet Franc",31.86,4.4,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)",6.4,5.0,0.0,6.0,"mora, arándano, ciruela","roble, tabaco, chocolat...","hoja de tabaco, grafito..."
https://www.vivino.com/ES/es/terre-del-barolo-barbaresco-barbaresco/w/1132402,1132402,Barbaresco,No disponible,Italia,Barbaresco,Terre del Barolo,Vino tinto,Nebbiolo,122,3.7,14,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)",5.6,6.3,0.0,7.7,"cuero, Terroso, petróle...","cereza, frutos rojos, c...","ciruela, casis, fruta n..."
https://www.vivino.com/ES/es/hubert-lignier-morey-st-denis-1er-cru-clos-baulet/w/1128996,1128996,Morey-St-Denis 1er Cru 'Clos Baulet',No disponible,Francia,"Morey-Saint-Denis 1er Cru ""Clos Baulet""",Hubert Lignier,Vino tinto,Pinot Noir,112.50,4.1,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",4.1,2.8,0.9,6.5,"arándano rojo, frambues...","regaliz, bergamota, can...","vainilla, clavo de olor..."
https://www.vivino.com/ES/es/la-maison-romane-vosne-romanee-premier-cru-aux-reas/w/3507099,3507099,Vosne-Romanée Premier Cru 'Aux Réas',No disponible,Francia,Vosne-Romanée Premier Cru,La Maison Romane,Vino tinto,Pinot Noir,124.85,4.2,No disponible,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",3.8,3.4,1.5,7.0,"cereza, frutos rojos, f...","roble, alcanfor, vainil...","ciruela, mora"
https://www.vivino.com/ES/es/gillardi-barolo-vignane/w/7390858,7390858,Barolo Vignane,2016,Italia,Barolo,Gillardi,Vino tinto,Nebbiolo,137.50,4.1,5,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)",6.2,7.3,0.0,7.7,cereza,caramelo,No disponible
https://www.vivino.com/ES/es/chateau-de-pommard-clos-marey-monge-75-rangs-pommard/w/7599642,7599642,Clos Marey Monge 75 Rangs Pommard,No disponible,Francia,Pommard,Château de Pommard,Vino tinto,Pinot Noir,125,4.3,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",3.1,2.5,0.0,5.8,"fresa, cereza, frambues...","vainilla, cedro, clavo ...","hongo, tierra para mace..."
https://www.vivino.com/ES/es/knipser-rdp-spatburgunder/w/4225887,4225887,RdP Spätburgunder,No disponible,Alemania,Pfalz,Knipser,Vino tinto,Spätburgunder,118,4.5,6,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",0.7,1.7,0.7,7.5,"Terroso, minerales, tiz...","vainilla, chocolate ama...","fresa, cereza, frambues..."
https://www.vivino.com/ES/es/tinto-pesquera-gran-reserva/w/1695725,1695725,Gran Reserva,No disponible,España,Ribera del Duero,Tinto Pesquera,Vino tinto,Tempranillo,109.95,4.3,5,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)",6.4,5.2,1.0,5.9,"roble, vainilla, tabaco","cuero, humo, Terroso","ciruela, fruta negra, m..."
https://www.vivino.com/ES/es/xavier-vignon-arcane-le-pape/w/6007940,6007940,Arcane le Pape,No disponible,Francia,Châteauneuf-du-Pape,Xavier Vignon,Vino tinto,Grenache,90,4.3,14,"Cordero, Cerdo, Aves",8.0,4.6,0.7,4.0,"mora, ciruela, frutos d...","tabaco, roble, chocolat...","pimienta, hierbas secas..."
https://www.vivino.com/ES/es/louis-latour-chambolle-musigny-premier-cru/w/7244,7244,Chambolle-Musigny Premier Cru,No disponible,Francia,Chambolle-Musigny Premier Cru,Louis Latour,Vino tinto,Pinot Noir,110.83,3.9,No disponible,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",3.8,3.3,0.0,7.0,"cereza, frambuesa, fres...","Terroso, suelo del bosq...",cítrico
https://www.vivino.com/ES/es/maison-henri-boillot-pommard-1er-cru-les-rugiens/w/1128107,1128107,Pommard 1er Cru 'Les Rugiens',No disponible,Francia,"Pommard 1er Cru ""Les Rugiens""",Maison Henri Boillot,Vino tinto,Merlot,110.83,4.3,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",3.4,2.1,0.0,6.0,"arándano rojo, frutos r...","hongo, minerales, Terro...","roble, tabaco, cigarro"
https://www.vivino.com/ES/es/rene-bouvier-chambolle-musign-1er-cru-les-sentiers/w/8528726,8528726,"Chambolle-Musign 1er Cru ""Les Sentiers""",No disponible,Francia,"Chambolle-Musigny 1er Cru ""Les Sentiers""",René Bouvier,Vino tinto,Pinot Noir,116,4.4,No disponible,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",2.6,2.4,0.5,7.9,"fresa, arándano rojo, c...","cedro, clavo de olor, r...","Terroso, cuero"
https://www.vivino.com/ES/es/hecht-bannier-faugeres/w/1110931,1110931,Faugères,No disponible,Francia,Faugères,Hecht & Bannier,Vino tinto,Mourvedre,28.53,3.8,5,"Ternera, Ternera lechal, Pasta",6.2,5.9,1.0,6.4,"mora, casis, arándano","cuero, minerales, humo","vainilla, roble, tabaco"
https://www.vivino.com/ES/es/friedrich-becker-becker-family-spatburgunder-pinot-noir/w/5705913,5705913,Becker Family Spätburgunder (Pinot Noir),No disponible,Alemania,Pfalz,Friedrich Becker,Vino tinto,Pinot Noir,119.95,3.8,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",0.0,1.9,0.1,7.2,"fresa, cereza, frambues...","Terroso, minerales, hum...","roble, vainilla, tabaco"
https://www.vivino.com/ES/es/domaine-a-f-gros-pommard-premier-cru-les-pezerolles/w/1100246,1100246,Pommard Premier Cru 'Les Pézerolles',No disponible,Francia,"Pommard 1er Cru ""Les Pézerolles""",A.F. Gros,Vino tinto,Pinot Noir,108,4.2,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",3.5,2.3,0.5,5.9,"humo, cuero, carbón de ...","frutos rojos, cereza ro...","roble, cedro, chocolate"
https://www.vivino.com/ES/es/rings-felsenberg-spatburgunder/w/4887450,4887450,Felsenberg Spätburgunder,No disponible,Alemania,Pfalz,Rings,Vino tinto,Spätburgunder,59.50,4.4,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",0.1,1.4,0.0,7.0,"fresa, arándano rojo, f...","aceto balsámico, alquit...","cedro, chocolate, choco..."
https://www.vivino.com/ES/es/tassi-montalcino-colombaio-brunello-di-montalcino/w/9292446,9292446,Colombaio Brunello di Montalcino,No disponible,Italia,Brunello di Montalcino,Tassi,Vino tinto,Sangiovese,123.90,4.4,13,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)",4.7,5.8,0.9,6.2,"cereza, frambuesa, fres...","Terroso, cuero, mineral...","roble, tabaco, vainilla"
https://www.vivino.com/ES/es/vincent-et-denis-berthaut-chambolle-musigny-1er-cru-les-plantes/w/5845410,5845410,Chambolle-Musigny 1er Cru 'Les Plantes',No disponible,Francia,"Chambolle-Musigny 1er Cru ""Les Plantes""",Domaine Berthaut-Gerbet,Vino tinto,Pinot Noir,144,4.3,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",4.1,3.5,0.1,6.7,"cereza, fresa, granada","Terroso, hongo, pizarra",violeta
https://www.vivino.com/ES/es/montes-muse-cabernet-sauvignon/w/10879809,10879809,Muse Cabernet Sauvignon,No disponible,Chile,Valle del Maipo,Montes,Vino tinto,Cabernet Sauvignon,88.37,4.3,14,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)",7.3,5.4,0.0,3.8,vainilla,No disponible,No disponible
https://www.vivino.com/ES/es/tassi-montalcino-brunello-di-montalcino/w/1204666,1204666,Brunello di Montalcino,No disponible,Italia,Brunello di Montalcino,Tassi,Vino tinto,Sangiovese,49,4.3,14,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)",4.8,5.2,0.4,5.9,"cuero, Terroso, humo","roble, tabaco, vainilla","cereza, frutos rojos, f..."
https://www.vivino.com/ES/es/domaine-armand-heitz-pommard-1er-cru-les-rugiens/w/5267153,5267153,Pommard 1er Cru 'Les Rugiens',No disponible,Francia,"Pommard 1er Cru ""Les Rugiens""",Domaine Armand Heitz,Vino tinto,Pinot Noir,110.79,4.1,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",3.7,2.5,1.4,6.2,"cuero, minerales, hongo","cereza, frambuesa, fres...","roble, vainilla, cigarr..."
https://www.vivino.com/ES/es/frederic-magnien-morey-saint-denis-premier-cru-les-ruchots/w/1555994,1555994,Morey-Saint-Denis Premier Cru Les Ruchots,No disponible,Francia,Morey-Saint-Denis Premier Cru,Frédéric Magnien,Vino tinto,Pinot Noir,75,4.1,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",3.7,2.9,1.4,7.3,"frutos rojos, frambuesa...","frutos del bosque, mora...","roble, cedro, vainilla"
https://www.vivino.com/ES/es/fr-domaine-des-comtes-lafon-volnay-champans-premier-cru/w/79933,79933,Volnay-Champans Premier Cru,2020,Francia,"Volnay 1er Cru ""Champans""",Domaine des Comtes Lafon,Vino tinto,Pinot Noir,331.25,4.3,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)",3.3,2.4,1.1,6.1,"cuero, Terroso, mineral...","frutos rojos, frambuesa...","vainilla, roble, café"
