Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
9684717,"cáscara de naranja, cít...","manzana, melocotón","tiza, cuero, solución s..."
1100053,"manzana, melocotón, per...","cítrico, limón, limón M...","crema, crema de limón"
1386449,"roble, mantequilla, vai...","manzana, pera, manzana ...","cítrico, limón, pomelo"
3246896,"minerales, miel, humo","manzana, albaricoque, m...","cítrico, pomelo, limón"
1659493,"açaí, aceituna negra",,
4615997,"minerales, jengibre, pi...","cítrico, piel de cítric...","crema, queso"
1100359,"melocotón, pera, manzan...","piña, tropical, guayaba","miel, piedra, jengibre"
1813164,No disponible,No disponible,No disponible
25754,"albaricoque, melocotón,...","miel, minerales, piedra","mantequilla, roble, vai..."
2189020,"minerales, miel, piedra","roble, vainilla, manteq...","cítrico, limón, pomelo"
10134294,"manzana, melocotón",,
5341102,"miel, minerales","crema, aceite",membrillo
5691,"pera, manzana, melón","miel, minerales, piedra","cítrico, limón, lima"
17666,"cítrico, pomelo, limón","minerales, miel, sílex","manzana verde, melocotó..."
55464,"minerales, miel, sílex","pera, manzana, manzana ...","cítrico, limón, lima"
1190574,"roble, mantequilla, vai...","manzana, melocotón, per...","miel, minerales, cera d..."
1270305,"mantequilla, roble, car...","miel, minerales, piedra","albaricoque, manzana, m..."
1208450,"miel, minerales, piedra","melocotón, manzana, per...","cítrico, limón, lima"
82281,"miel, minerales, piedra","albaricoque, melocotón,...","cítrico, limón, lima"
6397062,"minerales, miel, pizarr...","limón, cítrico, pomelo","manzana, melocotón, man..."
1155439,"miel, minerales, petról...","albaricoque, melocotón,...","tropical, mango, fruta ..."
2856028,"caramelo, mantequilla, ...","tiza, Terroso, minerale...",cítrico
79593,"mantequilla, roble, vai...","miel, minerales, sílex","limón, cítrico, pomelo"
10279378,"manzana, albaricoque",macedonia de frutas,cítrico
3129436,"melocotón, manzana verd...","cítrico, limón, lima","roble, mantequilla, vai..."
3982194,"tropical, fruta de la p...","albaricoque, nectarina,...",miel
1117166,"manzana verde, pera, ma...","minerales, miel, tiza","limón, cítrico, lima"
1210131,"pera, albaricoque, melo...","miel, piedra, cera","roble, vainilla, nuez m..."
2482040,"pera, manzana verde, ma...","roble, vainilla, manteq...","limón, cítrico, pomelo"
1843697,"roble, vainilla, manteq...","melón, albaricoque, mel...","miel, minerales, sílex"
73268,"mantequilla, roble, vai...","miel, minerales, sílex","pera, albaricoque, manz..."
1177161,No disponible,No disponible,No disponible
8966900,"cítrico, limón, pomelo","minerales, miel, sílex","manzana, manzana amaril..."
6266434,"melocotón, albaricoque,...","limón, lima, cítrico","minerales, piedra, miel"
3007211,"petróleo, minerales, mi...","pomelo, cítrico, limón","manzana, pera, albarico..."
735961,"pera, albaricoque, melo...","minerales, miel, lanoli...","cítrico, limón, pomelo"
7390674,"roble, vainilla, manteq...","manzana verde, melocotó...","cítrico, limón, piel de..."
8413344,"cítrico, limón, pomelo","minerales, sílex, soluc...","roble, mantequilla, vai..."
1679161,"sabor a nuez, nuez, alm...","miel, minerales, sal","queso, crema, levadura"
9032427,"pomelo, cáscara de nara...","manzana, melocotón","hierba, heno"
5282502,"mantequilla, roble, vai...","manzana, melocotón, man...","cítrico, limón, lima"
