Url,ID,Nombre,Año,País,Región,Bodega,Tipo de vino,Uva,Precio,Valoración,Contenido de alcohol,Maridajes
https://www.vivino.com/ES/es/tenuta-la-vigna-lombardia-lamettino/w/1454639,1454639,Lamettino,2020,Italia,Capriano del Colle,Tenuta La Vigna,Vino tinto,Marzemino,12.86,3.6,No disponible,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/capovero-bio-nero-d-avola-sicily/w/4830263,4830263,Nero d'Avola,2020,Italia,Terre Siciliane,Capovero Bio,Vino tinto,Nero d'Avola,12.86,3.3,13,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/di-filippo-villa-conversino-umbria-rosso/w/1151087,1151087,Villa Conversino Umbria Rosso,2021,Italia,Umbria,Di Filippo,Vino tinto,"Sangiovese, Cabernet Sauvignon",12.86,3.4,14,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/rejadorada-antona-garcia/w/4397263,4397263,Antona Garcia,2019,España,Toro,Rejadorada,Vino tinto,Tinta de toro,12.86,4.0,5,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/it-fattoria-del-cerro-rosso-di-montepulciano/w/1102057,1102057,Rosso di Montepulciano,2022,Italia,Rosso di Montepulciano,Fattoria del Cerro,Vino tinto,Prugnolo Gentile,12.86,3.4,5,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada"
https://www.vivino.com/ES/es/cantine-pellegrino-gazzerotta-nero-d-avola-sicily/w/5422368,5422368,Gazzerotta Nero d'Avola,2021,Italia,Terre Siciliane,Cantine Pellegrino,Vino tinto,Nero d'Avola,12.85,3.8,5,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/melonera-la-encina-del-ingles-ronda/w/1952862,1952862,La Encina del Inglés Ronda,2023,España,Sierras de Málaga,Melonera,Vino tinto,"Shiraz/Syrah, Garnacha",12.10,3.7,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/museum-reserva-cigales/w/2100126,2100126,Reserva,2020,España,Cigales,Museum,Vino tinto,Tempranillo,12.85,4.0,5,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/rioja-vega-reserva/w/74771,74771,Reserva,2018,España,Rioja,Rioja Vega,Vino tinto,"Graciano, Tempranillo, Mazuelo",12.85,3.8,14,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/fiegl-villa-dugo-cabernet-sauvignon/w/6647250,6647250,Villa Dugo Cabernet Sauvignon,2023,Italia,Venezia Giulia,Fiegl,Vino tinto,Cabernet Sauvignon,12.84,3.6,13,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/scaia-rosso-corvina/w/1558098,1558098,Rosso (Corvina),2022,Italia,Véneto,Scaia,Vino tinto,Corvina,12.20,3.8,13,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/cantina-di-santadi-baie-di-palmas-carignano-del-sulcis-carignano-del-sulcis-red-wine/w/4801738,4801738,Baie di Palmas Carignano del Sulcis,2022,Italia,Carignano del Sulcis,Santadi,Vino tinto,Carignan,12.81,3.8,No disponible,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/venta-del-puerto-no18-vendimia-seleccion/w/1246425,1246425,No. 18 Vendimia Selección,2018,España,Valencia,Venta del Puerto,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Tempranillo",12.80,4.1,5,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/sangenis-dara/w/2629986,2629986,Dara,2021,España,Priorato,Sangenís I Vaqué,Vino tinto,"Merlot, Cariñena, Garnacha",12.80,3.8,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/farina-toro-gran-colegiata-toro-crianza/w/1139370,1139370,Gran Colegiata Toro Crianza,2020,España,Toro,Fariña,Vino tinto,Tempranillo,12.80,3.7,5,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/pago-ayles-s-de-ayles/w/4245757,4245757,s de Aylés,2018,España,Cariñena,Pago Aylés,Vino tinto,Grenache,12.80,3.9,14,"Ternera, Cordero, Aves, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/arrayan-la-suerte-de-arrayan-garnacha/w/2557495,2557495,La Suerte de  Garnacha,2017,España,Méntrida,Arrayán,Vino tinto,Garnacha,12.80,3.7,5,"Ternera, Cordero, Aves, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/lastemia-pentita-dolcetto-d-alba/w/4159443,4159443,Dolcetto d'Alba,No disponible,Italia,Dolcetto d'Alba,l'Astemia Pentita,Vino tinto,Dolcetto,No disponible,3.6,5,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/cal-grau-la-petite-agnes/w/3387575,3387575,La Petite Agnès,2021,España,Priorato,Cal Grau,Vino tinto,"Cariñena, Garnacha",10.85,3.8,15,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/basilisco-teodosio/w/1202844,1202844,Teodosio,2021,Italia,Aglianico del Vulture,Basilisco,Vino tinto,Aglianico,12.80,3.6,5,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/de-bardos-clea-crianza/w/11373889,11373889,Clea Crianza,2020,España,Ribera del Duero,Bodega de Bardos,Vino tinto,Tempranillo,12.80,3.8,14,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/valbusenda-abios-crianza/w/11665560,11665560,Abios Crianza,2018,España,Toro,Valbusenda,Vino tinto,Tinta de toro,12.80,3.9,5,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/finca-la-esperilla-garnacha-crianza/w/8900452,8900452,Garnacha Crianza,2017,España,Rioja,Finca la Esperilla,Vino tinto,Garnacha,12.80,3.8,5,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/thymiopoulos-naoussa-jeunes-vignes-de-xinomavro/w/6225678,6225678,Naoussa Jeunes Vignes de Xinomavro,2022,Grecia,Naoussa,Thymiopoulos,Vino tinto,Xinomavro,12.80,3.9,13,"Pasta, Carne de caza (ciervo, carne de venado), Queso curado"
https://www.vivino.com/ES/es/es-comalats-esparver/w/6449132,6449132,Esparver,2023,España,Costers del Segre,Comalats,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon",12.80,3.7,5,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/chateau-l-evasion-medoc/w/2225118,2225118,Médoc,2020,Francia,Médoc,Château L'Évasion,Vino tinto,"Merlot, Cabernet Sauvignon, Cabernet Franc",12.80,3.4,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/nicosia-nero-d-avola/w/2281860,2281860,Nero d'Avola,2022,Italia,Terre Siciliane,Nicosia,Vino tinto,Nero d'Avola,12.50,3.4,5,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/bodega-frontio-arbusto/w/7605372,7605372,Arbusto,2021,España,Arribes,Bodega Frontio,Vino tinto,"Tempranillo, Juan Garcia, Bruñal",12.80,3.9,No disponible,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/cenatiempo-d-ischia-gran-tifeo-rosso/w/2200992,2200992,Gran Tifeo Rosso,2023,Italia,Campania,Cenatiempo,Vino tinto,Aglianico,12.80,3.2,5,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/jeanne-gaillard-terres-de-mandrin-syrah/w/2268575,2268575,Terres de Mandrin Syrah,2022,Francia,Collines Rhodaniennes,Jeanne Gaillard,Vino tinto,Shiraz/Syrah,12.80,3.6,5,"Ternera, Cordero, Carne de caza (ciervo, carne de venado), Champiñones"
https://www.vivino.com/ES/es/inessa-nerello-mascalese/w/10782775,10782775,Nerello Mascalese,2021,Italia,Terre Siciliane,Inessa,Vino tinto,Nerello Mascalese,12.80,3.8,13,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/domaine-gayrard-braucol/w/4775051,4775051,Braucol,2022,Francia,Gaillac,Domaine Gayrard,Vino tinto,Braucol,12.80,3.7,5,"Ternera, Cordero, Aves, Queso azul"
https://www.vivino.com/ES/es/foncalieu-via-nostrum-saint-chinian-saint-chinian/w/9170194,9170194,Via Nostrum Saint-Chinian,2019,Francia,Saint-Chinian,Foncalieu,Vino tinto,"Shiraz/Syrah, Grenache",12.80,3.9,5,"Ternera, Ternera lechal, Pasta"
https://www.vivino.com/ES/es/milon-caprice-saint-emilion/w/1230762,1230762,Caprice Saint-Émilion,2023,Francia,Saint-Émilion,Château Milon,Vino tinto,Merlot,12.80,3.8,13,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/pietro-colosi-ecolosi-nero-d-avola/w/8554765,8554765,Ecolosi Nero d'Avola,2020,Italia,Sicilia,Colosi,Vino tinto,Nero d'Avola,12.80,3.7,13,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/celler-cooperatiu-d-espolla-clos-de-les-domines-reserva/w/1529452,1529452,Clos de les Dòmines Reserva,2021,España,Empordà,Celler Cooperatiu d'Espolla,Vino tinto,"Carignan, Cabernet Sauvignon",12.78,3.8,5,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/domini-veneti-marco-polo-appassimento-rosso/w/8244674,8244674,Marco Polo Appassimento Rosso,2023,Italia,Véneto,Domini Veneti,Vino tinto,Corvina,12.78,4.1,14,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/pinna-fidelis-ribera-del-duero-crianza/w/1221284,1221284,Ribera del Duero Crianza,2020,España,Ribera del Duero,Pinna Fidelis,Vino tinto,Tinta del Pais,12.78,3.8,14,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/fattoria-la-valentina-montepulciano-d-abruzzo/w/23384,23384,Montepulciano d'Abruzzo,2022,Italia,Montepulciano d'Abruzzo,La Valentina,Vino tinto,Montepulciano,12.77,3.7,5,"Ternera, Ternera lechal, Cerdo, Pasta"
https://www.vivino.com/ES/es/azienda-uggiano-roccialta-chianti-classico-chianti-classico/w/5841040,5841040,Roccialta Chianti Classico,2019,Italia,Chianti Classico,Uggiano,Vino tinto,"Sangiovese, Canaiolo Nero",12.76,3.7,13,"Ternera, Ternera lechal, Pasta, Carne adobada"
https://www.vivino.com/ES/es/it-belcolle-langhe-nebbiolo/w/17518,17518,Langhe Nebbiolo,2023,Italia,Langhe,BelColle,Vino tinto,Nebbiolo,12.76,3.7,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/borgo-magredo-refosco-dal-peduncolo-rosso/w/88515,88515,Refosco dal Peduncolo Rosso,2018,Italia,Friuli Grave,Borgo Magredo,Vino tinto,Refosco dal Peduncolo rosso,12.76,3.4,No disponible,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/francesco-maccaboni-piccoli-sorsi-botticino/w/9181232,9181232,Piccoli Sorsi Botticino,2020,Italia,Botticino,Francesco Maccaboni,Vino tinto,"Sangiovese, Barbera, Marzemino, Schiava Gentile",11.96,3.8,No disponible,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/novaia-valpolicella-classico/w/1207820,1207820,Valpolicella Classico,2023,Italia,Valpolicella Classico,Novaia,Vino tinto,"Molinara, Corvina, Rondinella",12.76,3.5,12,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/cantina-zaccagnini-il-vino-dal-tralcetto-montepulciano-d-abruzzo/w/1633194,1633194,Il Vino dal Tralcetto Montepulciano d'Abruzzo,2022,Italia,Montepulciano d'Abruzzo,Cantina Zaccagnini,Vino tinto,Montepulciano,10.10,3.8,13,"Ternera, Ternera lechal, Cerdo, Pasta"
https://www.vivino.com/ES/es/esporao-colheita-tinto-alentejo/w/5608859,5608859,Colheita Tinto,2022,Portugal,Alentejo,Esporão,Vino tinto,Cabernet Sauvignon,10.40,3.8,14,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/portia-crianza/w/1225187,1225187,Crianza,2020,España,Ribera del Duero,Portia,Vino tinto,Tempranillo,12.48,3.7,15,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/castello-monaci-salento-coribante/w/1128609,1128609,Salento Coribante,2022,Italia,Salento,Castello Monaci,Vino tinto,"Shiraz/Syrah, Malvasia Nera",12.75,4.1,14,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/rupestre-de-alpera-reserve-garnacha-tintorera/w/7682065,7682065,Reserve Garnacha Tintorera,2018,España,Almansa,Rupestre de Alpera,Vino tinto,Garnacha Tintorera,12.75,4.0,5,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/trapiche-reserve-malbec/w/1136677,1136677,Reserve Malbec,2022,Argentina,Mendoza,Trapiche,Vino tinto,Malbec,12.75,3.5,5,"Ternera, Cordero, Cerdo"
https://www.vivino.com/ES/es/matallonga-seleccio/w/2754095,2754095,Selecció,2021,España,Costers del Segre,Matallonga,Vino tinto,"Shiraz/Syrah, Tempranillo",11.68,3.6,14,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/casar-de-burbia-casar-mencia/w/1126577,1126577,Casar Mencía,2020,España,Bierzo,Casar de Burbia,Vino tinto,Mencia,12.75,3.8,5,"Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/lmt-wines-garnacha-masusta/w/4437103,4437103,Masusta Garnacha,2022,España,Navarra,LMT Wines,Vino tinto,Garnacha,12.75,3.8,15,"Ternera, Cordero, Aves, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/bernat-130255-d-exception-bordeaux-superieur/w/6880700,6880700,D'Exception Bordeaux Superieur,2017,Francia,Bordeaux Supérieur,Château du Bernat,Vino tinto,"Cabernet Sauvignon, Cabernet Franc, Merlot",12.75,3.9,No disponible,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/edetaria-via-edetana-tinto/w/1656995,1656995,Via Edetana Tinto,2021,España,Terra Alta,Edetària,Vino tinto,"Garnacha Blanca, Viognier",13.49,3.8,5,"Ternera, Ternera lechal, Aves, Pasta"
