Url,ID,Nombre,Año,País,Región,Bodega,Tipo de vino,Uva,Precio,Valoración,Contenido de alcohol,Maridajes
https://www.vivino.com/ES/es/bodega-cerron-rabia-petit-verdot/w/1222720,1222720,Rabia Petit Verdot,No disponible,España,Jumilla,Bodega Cerrón,Vino tinto,Petit Verdot,18.55,4.0,13,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/mas-janeil-le-petit-pas-rouge/w/1702557,1702557,Le Petit Pas Rouge,2022,Francia,Côtes du Roussillon,Mas Janeil,Vino tinto,"Shiraz/Syrah, Grenache, Mourvedre, Carignan",18.53,3.6,5,"Ternera, Ternera lechal, Pasta"
https://www.vivino.com/ES/es/mas-de-les-pereres-nuncito/w/2945399,2945399,Nuncito,2016,España,Priorato,Mas de les Pereres,Vino tinto,"Carignan, Shiraz/Syrah, Cabernet Franc, Grenache, Merlot",18.50,4.1,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/rosi-schuster-aus-den-dorfern-rot/w/8696354,8696354,Aus den Dörfern Rot,2021,Austria,Burgenland,Rosi Schuster,Vino tinto,"Blaufränkisch, St. Laurent",18.50,3.9,12,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado), Queso tierno y cremoso"
https://www.vivino.com/ES/es/casar-de-burbia-hombros/w/1638158,1638158,Hombros,2020,España,Bierzo,Casar de Burbia,Vino tinto,Mencia,18.50,3.8,5,"Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/san-patrignano-nineteen-seventyeight-vendemmia-emilia-romagna/w/5954030,5954030,1978 Vendemmia,2020,Italia,Emilia-Romagna,San Patrignano,Vino tinto,Cabernet Franc,18.50,3.5,14,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/remelluri-lindes-de-remelluri-vinedos-de-san-vicente-rioja/w/6121551,6121551,Lindes de  Viñedos de San Vicente,2020,España,Rioja,Remelluri,Vino tinto,Tempranillo,16.50,3.9,5,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/chateau-la-croix-mazeran-saint-emilion-grand-cru-v4668/w/1888429,1888429,Saint-Émilion Grand Cru,No disponible,Francia,Saint-Émilion Grand Cru,Château la Croix Mazeran,Vino tinto,"Cabernet Sauvignon, Cabernet Franc, Merlot",17.55,3.9,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/clos-de-lom-isidra/w/8859887,8859887,Isidra,2020,España,Valencia,Clos de Lôm,Vino tinto,"Tempranillo, Garnacha",18.50,4.2,5,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/es-vina-real-bakeder/w/10072466,10072466,Bakeder,2019,España,Rioja,Viña Real,Vino tinto,Tempranillo,18.10,3.8,7,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/domaine-des-ouled-thaleb-tandem-syrah-du-maroc/w/1157153,1157153,Tandem Syrah du Maroc,2022,Marruecos,Zenatta,Domaine des Ouled Thaleb,Vino tinto,Shiraz/Syrah,18.50,3.8,5,
https://www.vivino.com/ES/es/tenuta-ormanni-chianti-classico/w/19577,19577,Chianti Classico,2022,Italia,Chianti Classico,Ormanni,Vino tinto,Sangiovese,18.50,3.8,14,"Ternera, Ternera lechal, Pasta, Carne adobada"
https://www.vivino.com/ES/es/humus-wines-palheto/w/9523775,9523775,Palheto,2022,Portugal,Lisboa,Humus Wines,Vino tinto,Touriga Nacional,18.50,4.0,No disponible,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/salentein-reserve-pinot-noir-barrel-selection/w/1125266,1125266,Reserve Pinot Noir (Barrel Selection),No disponible,Argentina,Valle de Uco,Salentein,Vino tinto,Pinot Noir,18.50,3.8,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/chateau-fonroque-chateau-cartier-saint-emilion-grand-cru/w/1198974,1198974,Château Cartier Saint-Émilion Grand Cru,2021,Francia,Saint-Émilion Grand Cru,Château Fonroque,Vino tinto,Merlot,18.50,3.9,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/mazo-gutierrez-el-outsider/w/6123011,6123011,El Outsider,2022,España,Rioja Baja,Vinos en Voz Baja,Vino tinto,Garnacha,18.50,3.8,14,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/ferraton-pere-fils-crozes-hermitage-la-matiniere-rouge/w/1981094,1981094,Crozes-Hermitage La Matinière Rouge,2022,Francia,Crozes-Hermitage,Ferraton Père & Fils,Vino tinto,Shiraz/Syrah,18.50,3.7,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
