Url,ID,Nombre,Año,País,Región,Bodega,Tipo de vino,Uva,Precio,Valoración,Contenido de alcohol,Maridajes
https://www.vivino.com/ES/es/vina-magana-merlot-navarra/w/1585179,1585179,Merlot Navarra,2011,España,Navarra,Magaña,Vino tinto,Merlot,29.90,3.9,5,"Ternera, Cordero, Ternera lechal"
https://www.vivino.com/ES/es/joseph-drouhin-laforet-bourgogne-pinot-noir/w/24115,24115,Laforet Bourgogne Pinot Noir,2021,Francia,Bourgogne,Joseph Drouhin,Vino tinto,Pinot Noir,29.90,3.7,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/castellare-di-castellina-chianti-classico-riserva/w/11728,11728,Chianti Classico Riserva,2021,Italia,Chianti Classico,Castellare,Vino tinto,Sangiovese,29.90,3.9,5,"Ternera, Ternera lechal, Pasta, Carne adobada"
https://www.vivino.com/ES/es/batasiolo-barolo/w/77756,77756,Barolo,2020,Italia,Barolo,Batasiolo,Vino tinto,Nebbiolo,29.90,4.0,5,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/tenuta-di-carleone-chianti-classico/w/6414999,6414999,Chianti Classico,2022,Italia,Chianti Classico,Tenuta di Carleone,Vino tinto,Sangiovese,29.60,4.1,5,"Ternera, Ternera lechal, Pasta, Carne adobada"
https://www.vivino.com/ES/es/badenhorst-kalmoesfontein-red-blend/w/1174276,1174276,Kalmoesfontein Red Blend,2020,Sudáfrica,Swartland,Badenhorst,Vino tinto,"Shiraz/Syrah, Mourvedre, Touriga Nacional, Grenache",29.90,3.9,5,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/kenwood-zinfandel/w/6837,6837,Zinfandel,2013,Estados Unidos,Condado de Sonoma,Kenwood,Vino tinto,Zinfandel,29.89,3.7,5,"Ternera, Cordero, Aves"
https://www.vivino.com/ES/es/cantina-di-illasi-amarone-della-valpolicella/w/10896496,10896496,Amarone della Valpolicella,2021,Italia,Amarone della Valpolicella,Cantina di Illasi,Vino tinto,"Corvina, Rondinella, Corvinone",29.88,4.0,15,"Ternera, Cordero, Carne de caza (ciervo, carne de venado), Queso azul"
https://www.vivino.com/ES/es/barsento-ladislao/w/6913272,6913272,Ladislao,2021,Italia,Puglia,Barsento,Vino tinto,Negroamaro,29.87,4.4,No disponible,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/biserno-campo-di-sasso-insoglio-del-cinghiale/w/59754,59754,Campo di Sasso Insoglio del Cinghiale,2022,Italia,Toscana,Biserno,Vino tinto,"Merlot, Sangiovese",26.88,4.0,13,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada"
https://www.vivino.com/ES/es/fattoria-di-petrognano-meme-chianti-riserva/w/2454655,2454655,Meme Chianti Riserva,2017,Italia,Chianti,Fattoria di Petrognano,Vino tinto,"Sangiovese, Canaiolo Nero",28.25,3.7,5,"Ternera, Ternera lechal, Aves"
https://www.vivino.com/ES/es/cavalleri-vigna-tajardino-erbusco-rosso/w/2652976,2652976,Vigna Tajardino Erbusco-Rosso,2019,Italia,Vino d'Italia,Cavalleri,Vino tinto,No disponible,29.86,4.1,No disponible,"Ternera, Cordero, Ternera lechal, Pasta, Carne de caza (ciervo, carne de venado), Carne adobada"
https://www.vivino.com/ES/es/la-tunella-pignolo/w/1311296,1311296,Pignolo,2019,Italia,Colli Orientali del Friuli,La Tunella,Vino tinto,Pignolo,29.86,4.2,5,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/terre-di-balbia-fervore-calabria/w/5791389,5791389,Fervore,2016,Italia,Calabria,Terre di Balbia,Vino tinto,Magliocco Dolce,29.86,4.0,5,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/lavia-finca-paso-malo/w/1765087,1765087,Finca Paso Malo,2019,España,Bullas,Lavia,Vino tinto,Monastrell,26.81,4.1,5,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/altos-del-terral-t1-ribera-del-duero-tinto/w/1654207,1654207,T1 Ribera del Duero Tinto,2019,España,Ribera del Duero,Altos del Terral,Vino tinto,Tempranillo,29.83,4.0,5,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/il-centovigne-il-centovigne-uvaggio/w/1312712,1312712,Il  Uvaggio,2018,Italia,Coste della Sesia,Centovigne,Vino tinto,"Nebbiolo, Croatina, Vespolina",29.81,3.6,5,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/mirafiore-pietra-magica/w/7667375,7667375,Pietra Magica,2020,Italia,Piamonte,Mirafiore,Vino tinto,"Nebbiolo, Barbera",29.80,4.0,14,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/aldo-viola-plus-syrah/w/5995289,5995289,Plus Syrah,2019,Italia,Terre Siciliane,Aldo Viola,Vino tinto,Shiraz/Syrah,29.80,3.7,12,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/terlan-terlano-lagrein-riserva-gries/w/1211120,1211120,Lagrein Riserva Gries,2022,Italia,Südtirol - Alto Adige,Terlan (Terlano),Vino tinto,Lagrein,29.80,4.1,5,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/it-ampeleia-alicante/w/3972862,3972862,Alicante,2021,Italia,Costa Toscana,Ampeleia,Vino tinto,Garnacha Tintorera,29.80,3.9,5,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada"
https://www.vivino.com/ES/es/domaine-antonin-guyon-bourgogne-hautes-cotes-de-nuits-les-dames-de-vergy/w/1170007,1170007,Bourgogne Hautes-Côtes de Nuits 'Les Dames de Vergy',2021,Francia,Bourgogne Hautes-Côtes de Nuits,Domaine Antonin Guyon,Vino tinto,Pinot Noir,29.80,3.7,2,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/it-vigne-di-san-donaci-giunonico-primitivo-di-manduria-riserva/w/5632252,5632252,Giunonico Primitivo di Manduria Riserva,2017,Italia,Primitivo di Manduria,Vigne di San Donaci,Vino tinto,Primitivo,29.80,4.4,15,"Ternera, Cordero, Aves, Pasta"
https://www.vivino.com/ES/es/archambaud-bourgogne-hautes-cotes-de-nuits/w/2029477,2029477,Bourgogne Hautes-Côtes de Nuits,2020,Francia,Bourgogne Hautes-Côtes de Nuits,Archambaud,Vino tinto,Pinot Noir,29.80,3.9,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/chateau-canon-chaigneau-lalande-de-pomerol/w/65324,65324,Lalande-de-Pomerol,2019,Francia,Lalande-de-Pomerol,Château Canon Chaigneau,Vino tinto,"Cabernet Franc, Merlot",29.80,4.1,13,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/ricossa-barbaresco/w/1129506,1129506,Barbaresco,2020,Italia,Barbaresco,Ricossa,Vino tinto,Nebbiolo,29.80,3.8,14,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/tommasi-crearo-della-conca-d-oro/w/7109,7109,Crearo della Conca d'Oro,2019,Italia,Verona,Tommasi,Vino tinto,"Cabernet Franc, Oseleta, Corvina Veronese",29.80,3.9,13,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/barale-fratelli-sergio-barale-la-preda-barbera-d-alba-superiore/w/1196243,1196243,Sergio Barale La Preda Barbera d'Alba Superiore,2021,Italia,Barbera d'Alba,Barale Fratelli,Vino tinto,Barbera,29.80,3.9,15,"Ternera lechal, Cerdo, Aves, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/coca-i-fito-tocat-i-posat-negre/w/2132510,2132510,Tocat i Posat Negre,2015,España,Empordà,Coca i Fitó,Vino tinto,"Cariñena, Garnacha",29.79,4.0,5,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/altare-langhe-nebbiolo/w/7687087,7687087,Langhe Nebbiolo,2023,Italia,Langhe,Altare,Vino tinto,Nebbiolo,29.79,3.8,No disponible,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/azienda-agricola-la-serena-rosso-di-montalcino/w/1216900,1216900,Rosso di Montalcino,2016,Italia,Rosso di Montalcino,La Serena,Vino tinto,Pinot Noir,29.76,3.8,14,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada"
https://www.vivino.com/ES/es/graziano-fontana-pinot-nero/w/1145715,1145715,Pinot Nero,2022,Italia,Trentino,Graziano Fontana,Vino tinto,Pinot Nero,29.76,3.6,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/golan-heights-winery-yarden-cabernet-sauvignon/w/83283,83283,Yarden Cabernet Sauvignon,2018,Israel,Galilea,Golan Heights Winery,Vino tinto,Cabernet Sauvignon,29.75,4.2,5,"Ternera, Cordero, Aves"
https://www.vivino.com/ES/es/zuccardi-poligonos-san-pablo-malbec/w/3230914,3230914,Poligonos San Pablo Malbec,2022,Argentina,Valle de Uco,Zuccardi,Vino tinto,Malbec,29.75,3.9,13,"Ternera, Cordero"
https://www.vivino.com/ES/es/david-reynaud-domaine-les-bruyeres-georges-reynaud-vignes-authentiques-crozes-hermitage/w/1148294,1148294,Georges Reynaud Vignes Authentiques Crozes-Hermitage,2021,Francia,Crozes-Hermitage,David Reynaud - Domaine Les Bruyères,Vino tinto,Shiraz/Syrah,29.75,3.9,13,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
