Url,ID,Nombre,Año,País,Región,Bodega,Tipo de vino,Uva,Precio,Valoración,Contenido de alcohol,Maridajes
https://www.vivino.com/ES/es/chateau-belgrave-haut-medoc-grand-cru-classe-haut-medoc-red-wine/w/1321228,1321228,Haut-Médoc (Grand Cru Classé),2014,Francia,Haut-Médoc,Château Belgrave,Vino tinto,"Merlot, Cabernet Sauvignon, Petit Verdot",44,4.0,13,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/domaine-francois-villard-saint-joseph-reflet/w/1237545,1237545,Saint Joseph Reflet,No disponible,Francia,Saint-Joseph,Francois Villard,Vino tinto,Shiraz/Syrah,33.25,4.1,13,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/bouchard-pere-and-fils-aloxe-corton/w/1527556,1527556,Aloxe-Corton,No disponible,Francia,Aloxe-Corton,Bouchard Père & Fils,Vino tinto,Pinot Noir,38,4.1,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/chateau-bellegrave-medoc-medoc/w/1458564,1458564,Médoc,No disponible,Francia,Médoc,Château Bellegrave,Vino tinto,"Cabernet Sauvignon, Merlot, Petit Verdot",91.67,3.7,13,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/domaine-durieu-lucile-avril-chateauneuf-du-pape/w/1198583,1198583,Lucile Avril Châteauneuf-du-Pape,No disponible,Francia,Châteauneuf-du-Pape,Domaine Durieu,Vino tinto,Grenache,42,4.2,5,"Cordero, Cerdo, Aves"
https://www.vivino.com/ES/es/tenuta-perano-rialzi-chianti-classico-gran-selezione/w/7007717,7007717,Rialzi Chianti Classico Gran Selezione,2020,Italia,Chianti Classico,Tenuta Perano,Vino tinto,Sangiovese,49.86,4.2,5,"Ternera, Ternera lechal, Pasta, Carne adobada"
https://www.vivino.com/ES/es/domaine-de-montille-beaune-1er-cru-les-perrieres/w/1529469,1529469,Beaune 1er Cru Les Perrières,No disponible,Francia,Beaune Premier Cru,Domaine de Montille,Vino tinto,Pinot Noir,58.28,4.1,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/nino-negri-vigna-ca-guicciardi-inferno-valtellina-superiore/w/10533143,10533143,Vigna Ca' Guicciardi Inferno Valtellina Superiore,2019,Italia,Valtellina Superiore,Nino Negri,Vino tinto,Nebbiolo,48.40,4.2,14,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/chateau-maucaillou-moulis-en-medoc/w/94966,94966,Moulis-en-Médoc,2021,Francia,Moulis-en-Médoc,Château Maucaillou,Vino tinto,Cabernet Sauvignon,23,3.9,5,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/mouton-cadet-bordeaux-rouge/w/4113,4113,Bordeaux Rouge,2022,Francia,Burdeos,Mouton Cadet,Vino tinto,"Merlot, Cabernet Sauvignon",14.60,3.5,14,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/chateau-smith-haut-lafitte-les-hauts-de-smith-pessac-leognan/w/1640225,1640225,Les Hauts de Smith Pessac-Léognan,No disponible,Francia,Pessac-Léognan,Château Smith Haut-Lafitte,Vino tinto,Merlot,39,4.0,13,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/michele-satta-piastraia-bolgheri-superiore/w/82728,82728,Piastraia Bolgheri Superiore,No disponible,Italia,Bolgheri Superiore,Michele Satta,Vino tinto,Cabernet Sauvignon,39,4.1,14,"Ternera, Cordero, Ternera lechal, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/villemaurine-saint-emilion-grand-cru-grand-cru-classe/w/1195642,1195642,Saint-Émilion Grand Cru (Grand Cru Classé),2001,Francia,Saint-Émilion Grand Cru,Château Villemaurine,Vino tinto,"Cabernet Franc, Merlot, Cabernet Sauvignon",28.10,4.1,14,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/herencia-altes-lo-grau-de-l-inquisidor-collita-terra-alta-red-wine/w/5532923,5532923,Lo Grau de l'Inquisidor Collita,2019,España,Terra Alta,Herència Altés,Vino tinto,"Shiraz/Syrah, Garnacha Peluda",35,4.2,15,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/masi-veneto-costasera-amarone-della-valpolicella-classico/w/21929,21929,Costasera Amarone della Valpolicella Classico,2019,Italia,Amarone della Valpolicella Classico,Masi,Vino tinto,Corvina,46.80,4.3,15,"Ternera, Cordero, Carne de caza (ciervo, carne de venado), Queso azul"
https://www.vivino.com/ES/es/chateau-chauvin-saint-emilion-grand-cru-grand-cru-classe/w/1419334,1419334,Saint-Émilion Grand Cru (Grand Cru Classé),No disponible,Francia,Saint-Émilion Grand Cru,Château Chauvin,Vino tinto,Merlot,68,4.0,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/au-langmeil-winery-orphan-bank-shiraz/w/1660212,1660212,Orphan Bank Shiraz,No disponible,Australia,Barossa,Langmeil,Vino tinto,Shiraz/Syrah,42.68,4.4,15,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/domaine-pierre-andre-chateauneuf-du-pape/w/1164137,1164137,Châteauneuf-du-Pape,No disponible,Francia,Châteauneuf-du-Pape,Domaine Pierre André,Vino tinto,"Grenache, Mourvedre, Shiraz/Syrah",42,4.1,5,"Cordero, Cerdo, Aves"
https://www.vivino.com/ES/es/fr-l-hospitalet-la-clape-grand-vin-rouge/w/1527591,1527591,La Clape Grand Vin Rouge,No disponible,Francia,La Clape,Château l'Hospitalet,Vino tinto,"Vermentino, Bourboulenc, Viognier, Roussanne",34.27,4.2,15,"Ternera, Ternera lechal, Pasta"
https://www.vivino.com/ES/es/chozas-carrascal-el-cabernet-f-familiar/w/1292564,1292564,El Cabernet F - Familiar,No disponible,España,Utiel-Requena,Chozas Carrascal,Vino tinto,Cabernet Franc,42,4.0,14,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/quest-paso-robles-proprietary-red/w/6649005,6649005,Proprietary Red,No disponible,Estados Unidos,Paso Robles,Quest,Vino tinto,"Merlot, Cabernet Sauvignon, Petite Sirah, Petit Verdot",43.50,4.1,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/carlo-revello-figli-barolo/w/4873214,4873214,Barolo,No disponible,Italia,Barolo,Carlo Revello & Figli,Vino tinto,Nebbiolo,35.60,4.0,5,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/chateau-siran-margaux/w/778823,778823,Margaux,2021,Francia,Margaux,Château Siran,Vino tinto,Cabernet Sauvignon,28.40,4.0,5,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/inniskillin-wines-inc-montague-vineyard-pinot-noir/w/1780829,1780829,Montague Vineyard Pinot Noir,No disponible,Canadá,Four Mile Creek,Inniskillin,Vino tinto,Pinot Noir,40.85,3.8,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/chateau-de-meursault-beaune-feves-premier-cru-beaune-les-feves/w/4907265,4907265,Beaune-Fèves Premier Cru,No disponible,Francia,"Beaune 1er Cru ""Les Fèves""",Château de Meursault,Vino tinto,Pinot Noir,51.25,4.0,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/tiefenbrunner-linticlarus-lagrein-riserva/w/1690612,1690612,Linticlarus Lagrein Riserva,No disponible,Italia,Südtirol - Alto Adige,Tiefenbrunner,Vino tinto,Lagrein,30.50,4.2,5,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/paternoster-wines-rotondo/w/5102512,5102512,Rotondo,2018,Italia,Aglianico del Vulture,Paternoster,Vino tinto,Aglianico,28.70,3.9,14,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/basilisco-aglianico-del-vulture/w/1112310,1112310,Aglianico del Vulture,2002,Italia,Aglianico del Vulture,Basilisco,Vino tinto,Aglianico,23,3.7,5,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/cantina-di-venosa-matematico/w/6936435,6936435,Matematico,No disponible,Italia,Basilicata,Venosa,Vino tinto,"Merlot, Aglianico",38,4.3,5,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/famille-de-boel-france-ars-magirica/w/9644074,9644074,Ars Magirica,No disponible,Francia,Cornas,Famille de Boel France,Vino tinto,Shiraz/Syrah,38.90,4.1,14,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/gianfranco-alessandria-vittoria-barbera-d-alba/w/73628,73628,Vittoria Barbera d'Alba,1999,Italia,Barbera d'Alba,Gianfranco Alessandria,Vino tinto,Barbera,62.10,4.1,15,"Ternera lechal, Cerdo, Aves, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/cantina-di-santadi-terre-brune-superiore-carignano-del-sulcis/w/17998,17998,Terre Brune Superiore Carignano del Sulcis,2020,Italia,Carignano del Sulcis,Santadi,Vino tinto,Carignan,46.70,4.2,15,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/fr-rapet-savigny-les-beaune/w/1880180,1880180,Savigny-les-Beaune,No disponible,Francia,Savigny-lès-Beaune,Domaine Rapet,Vino tinto,Pinot Noir,37,4.0,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
