Url,ID,Nombre,Año,País,Región,Bodega,Tipo de vino,Uva,Precio,Valoración,Contenido de alcohol,Maridajes
https://www.vivino.com/ES/es/lan-gran-reserva-rioja/w/88833,88833,Gran Reserva Rioja,2016,España,Rioja,Lan,Vino tinto,Tempranillo,18,4.0,5,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/domaine-bousquet-gualtallary-organic-malbec-valle-de-uco/w/1310572,1310572,Organic Malbec,2023,Argentina,Valle de Uco,Domaine Bousquet,Vino tinto,Malbec,18,3.7,14,"Ternera, Cordero"
https://www.vivino.com/ES/es/cosmic-via-x-fora-rosso/w/5916007,5916007,Via X Fora Rosso,2020,España,Cataluña,Cosmic,Vino tinto,"Marcelan, Sumoll",18,3.7,No disponible,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/sanmarti-ten-eighteen-garnatxa-sumoll/w/4946376,4946376,1018 Garnatxa - Sumoll,2017,España,Pla de Bages,Sanmarti,Vino tinto,"Garnacha, Sumoll",18,3.9,5,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/sonsierra-gran-reserva/w/2356740,2356740,Gran Reserva,No disponible,España,Rioja Alta,Sonsierra,Vino tinto,Tempranillo,45,4.0,5,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/monte-real-la-rioja-crianza/w/1264764,1264764,Crianza,2022,España,Rioja,Monte Real,Vino tinto,Tempranillo,9.80,3.6,5,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/olarra-altos-de-valdoso-crianza/w/10017354,10017354,Altos de Valdoso Crianza,2020,España,Ribera del Duero,Bodegas Olarra,Vino tinto,Tinta del Pais,18,3.9,14,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/august-kesseler-the-daily-august-pinot-noir/w/6762782,6762782,The Daily August Pinot Noir,2021,Alemania,Rheingau,August Kesseler,Vino tinto,Pinot Noir,18,3.9,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/jordi-llorens-brut-al-ment/w/3342986,3342986,Brut al Ment,2022,España,Penedès,Jordi Llorens,Vino tinto,No disponible,18,3.9,No disponible,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/anayon-garnacha/w/1923921,1923921,Garnacha,2020,España,Aragón,Anayón,Vino tinto,Garnacha,18,4.0,5,"Ternera, Cordero, Aves, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/conte-vistarino-pinot-nero/w/2090107,2090107,Pinot Nero,2023,Italia,Lombardía,Conte Vistarino,Vino tinto,Pinot Noir,18,3.3,14,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/bernabeleva-navaherreros-garnacha/w/2491414,2491414,Navaherreros Garnacha,2018,España,Madrid,Bernabeleva,Vino tinto,Grenache,14.20,3.8,15,"Ternera, Cordero, Aves, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/elvio-cogno-vigna-del-mandorlo-dolcetto-d-alba/w/1222630,1222630,Vigna Del Mandorlo Dolcetto d'Alba,2022,Italia,Dolcetto d'Alba,Elvio Cogno,Vino tinto,Dolcetto,18,3.5,13,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/donnafugata-bell-assai-sicilia-red-wine/w/5652966,5652966,Bell'Assai,2022,Italia,Sicilia,Donnafugata,Vino tinto,Frappato,18,3.8,75,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/es-jaro-jaros/w/2340708,2340708,s,2021,España,Ribera del Duero,Jaro,Vino tinto,Tempranillo,17.95,4.0,5,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/venta-la-vega-bodegas-almansenas-adaras-huella-garnacha-tintonera-monastrell/w/6441085,6441085,Adaras Huella Garnacha Tintonera - Monastrell,2019,España,Almansa,Venta La Vega - Bodegas Almanseñas,Vino tinto,"Monastrell, Garnacha Tintorera",18,3.7,5,"Ternera, Ternera lechal, Aves, Pasta"
