--- wine_data_batch_10.csv ---
Url,ID,Nombre,Año,País,Región,Bodega,Tipo de vino,Uva,Precio,Valoración,Contenido de alcohol,Maridajes
https://www.vivino.com/ES/es/comando-g-laderas-del-tietar-garnacha/w/5361884,5361884,Laderas del Tiétar Garnacha,No disponible,España,Madrid,Comando G,Vino tinto,Garnacha,10,3.7,5,"Ternera, Cordero, Aves, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/la-gavacha-garnacha/w/9138040,9138040,Garnacha,No disponible,España,Calatayud,La Gavacha,Vino tinto,Garnacha,11,3.8,No disponible,"Ternera, Cordero, Aves, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/casa-primicia-m-mazuelo/w/2224180,2224180,M Mazuelo,No disponible,España,Rioja,Bodegas Casa Primicia,Vino tinto,Mazuelo,11,3.7,5,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/bohedal-gran-bohedal-crianza/w/1443941,1443941,Gran  Crianza,No disponible,España,Rioja,Bohedal,Vino tinto,Tempranillo,11,3.9,5,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/chateau-parazols-bertrou-languedoc-roussillon-ni-ange-ni-demon-cabards/w/1497211,1497211,Ni Ange Ni Démon,No disponible,Francia,Cabardès,Château Parazols-Bertrou,Vino tinto,"Shiraz/Syrah, Cabernet Franc, Grenache, Merlot, Cinsault",11,3.8,5,"Ternera, Ternera lechal, Pasta"
https://www.vivino.com/ES/es/zantho-sankt-laurent/w/1634341,1634341,Sankt Laurent,No disponible,Austria,Burgenland,Zantho,Vino tinto,Sankt Laurent,10.50,3.6,13,"Cerdo, Aves, Champiñones, Carne adobada"
https://www.vivino.com/ES/es/braunewell-francois-rotweincuvee-trocken/w/4572195,4572195,François Rotweincuvée Trocken,No disponible,Alemania,Rheinhessen,Braunewell,Vino tinto,No disponible,15.80,3.8,No disponible,"Ternera lechal, Cerdo, Aves, Carne de caza (ciervo, carne de venado), Champiñones, Carne adobada"
https://www.vivino.com/ES/es/arabarte-crianza/w/1243253,1243253,Crianza,No disponible,España,Rioja,Arabarte,Vino tinto,"Graciano, Tempranillo, Mazuelo",4.70,3.5,5,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/tamaral-tempranillo-roble/w/1282637,1282637,Tempranillo Roble,2023,España,Ribera del Duero,Tamaral,Vino tinto,Tempranillo,9.15,3.8,14,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/trerose-rosso-di-montepulciano/w/2102327,2102327,Rosso di Montepulciano,No disponible,Italia,Rosso di Montepulciano,Trerose,Vino tinto,"Cabernet Sauvignon, Merlot, Sangiovese",10.01,3.3,13,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada"
https://www.vivino.com/ES/es/sarmentero-roble/w/1281596,1281596,Roble,No disponible,España,Ribera del Duero,Sarmentero,Vino tinto,Tempranillo,10,3.8,14,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/jaume-de-puntiro-buc/w/1794884,1794884,Buc,No disponible,España,Binissalem-Mallorca,Jaume de Puntiró,Vino tinto,"Manto Negro, Callet",15.75,4.0,No disponible,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/bordils-negre/w/1185150,1185150,Negre,No disponible,España,Mallorca,Finca Son Bordils,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Manto Negro",11,3.9,15,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/miquel-oliver-ses-ferritges/w/1168419,1168419,Ses Ferritges,No disponible,España,Plà i Llevant,Miquel Oliver,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Callet",13.20,3.8,5,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/a-punt-tinto-pla-i-llevant/w/1692984,1692984,Tinto,No disponible,España,Plà i Llevant,A Punt,Vino tinto,"Callet, Shiraz/Syrah, Cabernet Sauvignon",10.53,3.7,No disponible,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/pere-seda-gvivm-crianza-pla-i-llevant-mallorca-unknown-v-ovjzm/w/2426319,2426319,Gvivm Crianza,No disponible,España,Plà i Llevant,Pere Seda,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Callet",10.35,3.7,No disponible,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/es-traslascuestas-tinto/w/2239803,2239803,Tinto,No disponible,España,Ribera del Duero,Traslascuestas,Vino tinto,Tempranillo,10.30,3.8,14,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/can-rafols-dels-caus-pedradura/w/1631451,1631451,Pedradura,2016,España,Cataluña,Can Ràfols dels Caus,Vino tinto,Marcelan,14.60,3.6,5,"Ternera, Ternera lechal, Aves, Pasta"
https://www.vivino.com/ES/es/carles-mora-ferrer-cabernet-sauvignon/w/5459176,5459176,Cabernet Sauvignon,No disponible,España,Penedès,Clot de Les Soleres,Vino tinto,Cabernet Sauvignon,10.60,3.9,No disponible,"Ternera, Cordero, Aves"
https://www.vivino.com/ES/es/arrocal-arrocal-seis-meses-en-barrica/w/1162474,1162474,Seis Meses En Barrica,No disponible,España,Ribera del Duero,Arrocal,Vino tinto,Tempranillo,10.85,3.7,14,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
