Url,ID,Nombre,Año,País,Región,Bodega,Tipo de vino,Uva,Precio,Valoración,Contenido de alcohol,Maridajes
https://www.vivino.com/ES/es/bertinga-rosso/w/8666654,8666654,Rosso,2017,Italia,Toscana,Bertinga,Vino tinto,"Merlot, Sangiovese",55.90,4.1,14,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada"
https://www.vivino.com/ES/es/vite-colte-essenze-barolo/w/2048977,2048977,Essenze Barolo,2017,Italia,Barolo,Vite Colte,Vino tinto,Nebbiolo,54.90,4.0,14,"Ternera, Cordero, Pasta, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/beringer-knights-valley-cabernet-sauvignon/w/73660,73660,Knights Valley Cabernet Sauvignon,No disponible,Estados Unidos,Knights Valley,Beringer,Vino tinto,Cabernet Sauvignon,14.90,4.1,5,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/salomon-estate-finniss-river-cabernet-sauvignon/w/15286,15286,Finniss River Cabernet Sauvignon,2019,Australia,Australia Meridional,Salomon Estate,Vino tinto,Cabernet Sauvignon,55.84,4.0,5,"Ternera, Cordero, Aves"
https://www.vivino.com/ES/es/domaine-maurice-ecard-domaine-du-bois-noel-savigny-les-beaune/w/1822109,1822109,Domaine du Bois Noël Savigny-lès-Beaune,2021,Francia,Savigny-lès-Beaune,Domaine Maurice Écard,Vino tinto,Pinot Noir,55.80,3.8,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/tollot-beaut-chorey-les-beaune/w/1128920,1128920,Chorey-Lès-Beaune,2021,Francia,Chorey-lès-Beaune,Domaine Tollot-Beaut,Vino tinto,Pinot Noir,55.76,4.1,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/di-majo-norante-sassius-aglianico-riserva/w/10115729,10115729,Sassius Aglianico Riserva,2017,Italia,Molise,Di Majo Norante,Vino tinto,Aglianico,48.48,4.2,5,"Ternera, Cordero, Pasta"
https://www.vivino.com/ES/es/artadi-quintanilla/w/5805414,5805414,Quintanilla,2019,España,Vino de España,Artadi,Vino tinto,Tempranillo,49.13,4.3,5,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/vini-viti-vinci-irancy/w/1200848,1200848,Irancy,2020,Francia,Irancy,Vini Viti Vinci,Vino tinto,Pinot Noir,55.57,3.7,13,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/lenuzza-vineyards-pinot-noir/w/10680553,10680553,Pinot Noir,2022,Sudáfrica,Hemel-en-Aarde Ridge,Lenuzza Vineyards,Vino tinto,Pinot Noir,55.56,4.1,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/domini-veneti-vigneti-di-jago-amarone-della-valpolicella-classico/w/3178166,3178166,Vigneti di Jago Amarone della Valpolicella Classico,No disponible,Italia,Amarone della Valpolicella Classico,Domini Veneti,Vino tinto,"Corvina, Rondinella, Corvinone",49,4.4,5,"Ternera, Cordero, Carne de caza (ciervo, carne de venado), Queso azul"
https://www.vivino.com/ES/es/brunelli-amarone-della-valpolicella-classico/w/1122276,1122276,Amarone della Valpolicella Classico,2020,Italia,Amarone della Valpolicella Classico,Brunelli,Vino tinto,"Corvinone, Corvina, Rondinella",55.56,4.3,15,"Ternera, Cordero, Carne de caza (ciervo, carne de venado), Queso azul"
https://www.vivino.com/ES/es/matassa-cuvee-romanissa/w/1631202,1631202,Cuvée Romanissa,2022,Francia,Côtes Catalanes,Matassa,Vino tinto,"Grenache, Carignan",55.55,4.0,13,"Ternera, Ternera lechal, Pasta"
https://www.vivino.com/ES/es/michel-noellat-fixin/w/1302873,1302873,Fixin,2013,Francia,Fixin,Michel Noëllat,Vino tinto,Pinot Noir,50.30,4.1,5,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/pontoise-cabarrus-haut-medoc-cru-bourgeois-superieur/w/1109400,1109400,Haut-Médoc (Cru Bourgeois Supérieur),1985,Francia,Haut-Médoc,Château Pontoise Cabarrus,Vino tinto,"Cabernet Sauvignon, Merlot",55.50,3.8,14,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/salentein-primus-pinot-noir-primum/w/10000,10000,Primus Pinot Noir (Primum),No disponible,Argentina,Tunuyán,Salentein,Vino tinto,Pinot Noir,55.50,4.2,No disponible,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/domaine-de-beudon-dole/w/1301134,1301134,Dôle,2018,Suiza,Valais,Domaine de Beudon,Vino tinto,"Pinot Noir, Gamay",55.50,4.1,5,"Carne de caza (ciervo, carne de venado), Queso curado, Champiñones, Carne adobada"
https://www.vivino.com/ES/es/salentein-primus-cabernet-sauvignon-primum/w/4281886,4281886,Primus Cabernet Sauvignon (Primum),2016,Argentina,Valle de Uco,Salentein,Vino tinto,Cabernet Sauvignon,55.50,4.4,5,"Ternera, Cordero, Aves"
https://www.vivino.com/ES/es/salentein-primus-malbec-primum/w/9998,9998,Primus Malbec (Primum),2020,Argentina,Tunuyán,Salentein,Vino tinto,Malbec,55.50,4.4,5,"Ternera, Cordero"
https://www.vivino.com/ES/es/marchesi-pancrazi-vigna-baragazza-villa-di-bagnolo-pinot-nero/w/4282128,4282128,Vigna Baragazza Villa di Bagnolo Pinot Nero,2020,Italia,Toscana,Marchesi Pancrazi,Vino tinto,Pinot Nero,55.50,4.2,13,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada"
https://www.vivino.com/ES/es/chateau-paloumey-haut-medoc/w/80458,80458,Haut-Médoc,2015,Francia,Haut-Médoc,Château Paloumey,Vino tinto,Cabernet Sauvignon,21.50,3.9,14,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/vins-de-la-memoria-plom/w/7933929,7933929,Plom,2021,España,Priorato,Vins de la Memòria,Vino tinto,Garnacha,55.35,4.2,15,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/domaine-armelle-et-bernard-rion-cuvee-dame-marguerite-vieilles-vignes-nuits-saint-georges/w/2217389,2217389,Cuvée Dame Marguerite Vieilles Vignes Nuits-Saint-Georges,2018,Francia,Nuits-Saint-Georges,Domaine Armelle et Bernard Rion,Vino tinto,Pinot Noir,55.30,4.2,No disponible,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/mooiplaas-watershed-pinot-noir/w/7584104,7584104,Watershed Pinot Noir,2019,Sudáfrica,Stellenbosch,Mooiplaas Wine Estate,Vino tinto,Pinot Noir,55.28,4.2,65,"Ternera, Ternera lechal, Aves, Carne de caza (ciervo, carne de venado)"
