Url,ID,Nombre,Año,País,Región,Bodega,Tipo de vino,Uva,Precio,Valoración,Contenido de alcohol,Maridajes
https://www.vivino.com/ES/es/consejo-de-la-alta-cata-de-consejero-tempranillo/w/1408328,1408328,Cata de Consejero Tempranillo,2014,España,Rioja,Consejo de la Alta,Vino tinto,Tempranillo,35.95,3.9,14,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/bodegas-vilano-reserva/w/3774155,3774155,Reserva,2019,España,Ribera del Duero,Bodegas Vilano,Vino tinto,Tempranillo,21.75,4.0,5,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/izadi-rioja-seleccion/w/1832930,1832930,Rioja Selección,2019,España,Rioja,Izadi,Vino tinto,Tempranillo,15.95,3.9,14,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/fos-fos-baranda/w/1226281,1226281,Baranda,2020,España,Rioja,Fos,Vino tinto,Tempranillo,29.10,4.3,5,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/bodegas-valdemar-conde-de-valdemar-crianza/w/15487,15487,Conde de Valdemar Crianza,2018,España,Rioja,Bodegas Valdemar,Vino tinto,Tempranillo,8.88,3.6,5,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/marques-del-romeral-reserva/w/1214546,1214546,Reserva,No disponible,España,Rioja,Marques del Romeral,Vino tinto,"Tempranillo, Mazuelo, Graciano",85,3.9,13,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/bodegas-estraunza-solar-de-estraunza-reserva/w/1897366,1897366,Solar de Estraunza Reserva,No disponible,España,Rioja,Bodegas Estraunza,Vino tinto,Tempranillo,13.85,4.2,13,"Ternera, Cordero, Ternera lechal, Aves"
https://www.vivino.com/ES/es/amisfield-breakneck-reserve-pinot-noir/w/6902623,6902623,Breakneck Reserve Pinot Noir,No disponible,New Zealand,Central Otago,Amisfield,Vino tinto,Pinot Noir,62.99,4.3,No disponible,"Ternera, Ternera lechal, Carne de caza (ciervo, carne de venado), Champiñones"
https://www.vivino.com/ES/es/montirius-confidentiel-gigondas/w/91077,91077,Confidentiel Gigondas,No disponible,Francia,Gigondas,Montirius,Vino tinto,"Mourvedre, Grenache",62.50,4.0,5,"Ternera, Cordero, Carne de caza (ciervo, carne de venado)"
https://www.vivino.com/ES/es/tricerchi-brunello-di-montalcino-riserva/w/6245767,6245767,Brunello di Montalcino Riserva,No disponible,Italia,Brunello di Montalcino,Tricerchi,Vino tinto,Sangiovese,65,4.3,14,"Ternera, Cordero, Aves, Carne de caza (ciervo, carne de venado)"
