Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
5935757,"manzana, pera, manzana ...","cítrico, lima, limón","tostada, brioche"
2554483,"cítrico, lima, pomelo","manzana verde, manzana,...","almendra, brioche, gall..."
2225585,"fresa, frambuesa, fruto...","pomelo, cítrico, lima","crema, levadura, queso"
2423083,"manzana verde, manzana,...","cítrico, limón, pomelo","levadura, crema, aceite"
1594592,manzana,paja,levadura
2426766,"pera, manzana, melón","miel, minerales","cítrico, limón"
1166797,"fresa, cereza, frambues...",crema,"lichi, tropical"
6923376,"manzana, pera, manzana ...","limón, cítrico, lima","levadura, crema, queso"
7328120,"pera, manzana, manzana ...","almendra, tostada, brio...","cítrico, limón, pomelo"
5985802,"manzana verde, manzana,...","cítrico, limón, lima","miel, minerales, piedra"
1199855,"fresa, frambuesa, fruto...","manzana, melocotón, alb...","cítrico, pomelo, lima"
2608391,"manzana verde, manzana,...","cítrico, limón, lima","sal, minerales, miel"
5554925,No disponible,No disponible,No disponible
10884587,No disponible,No disponible,No disponible
1163138,"manzana, melocotón, alb...","cítrico, pomelo, piel d...",fresa
8713103,No disponible,No disponible,No disponible
2730973,"manzana, pera, manzana ...","cítrico, limón, lima","tostada, brioche, almen..."
7751338,"manzana verde, pera, ma...","cítrico, limón, lima",crema
3985048,"fresa, sandía, cereza","Terroso, minerales, sol...","levadura, masa madre, q..."
3958414,No disponible,No disponible,No disponible
1677463,"cítrico, limón, pomelo","manzana verde, manzana,...","levadura, crema, queso"
5159591,"albaricoque, manzana, p...","cítrico, limón, lima","fresa, frambuesa, sandí..."
9335078,"manzana, pera",,
2232262,No disponible,No disponible,No disponible
8095318,"melocotón, albaricoque","hibiscos, lavanda",
5447754,"cítrico, limón, pomelo","manzana verde, manzana,...","tostada, brioche, galle..."
8095315,No disponible,No disponible,No disponible
2153099,"cítrico, mandarina, pom...","pera, manzana, manzana ...","miel, minerales"
2597906,"manzana verde, pera, ma...","cítrico, limón, lima","crema, levadura, banana"
1488052,"cítrico, lima","manzana, pera","crema, levadura"
7664535,"manzana, pera","crema, levadura",tostada
1144789,"manzana, pera","lima, cítrico, limón","heno, paja"
5137201,No disponible,No disponible,No disponible
4942883,No disponible,No disponible,No disponible
2379878,"manzana, manzana verde,...","cítrico, limón, pomelo","brioche, tostada, sabor..."
2893039,"pera, manzana, manzana ...","limón, cítrico",paja
8546818,No disponible,No disponible,No disponible
9670268,"pomelo, cítrico, limón",manzana,levadura
2043041,No disponible,No disponible,No disponible
3957451,"tostada, nuez",ciruela,
8956188,No disponible,No disponible,No disponible
6767423,"fresa, frutos rojos, gr...","levadura, levadura de c...",limón
4095874,"drupa, melón cantalupo,...","miel, piedra, minerales","mango, tropical"
6217029,"mora, cereza negra, fru...","cereza, fresa, frambues...","queso, yogur"
6949980,"manzana, manzana verde",piña,piel de limón
2131339,No disponible,No disponible,No disponible
1571333,"melocotón, manzana, per...","mantequilla, roble, vai...","sabor a nuez, almendra,..."
5057,"fresa, frambuesa, aránd...","cítrico, pomelo, lima","melocotón, manzana, per..."
76638,"cítrico, limón, lima","manzana verde, pera, ma...","tostada, brioche, galle..."
9442442,manzana verde,pomelo rosado,minerales
3867953,"manzana verde, manzana,...","pomelo, cítrico, lima","minerales, tiza, miel"
4951510,"pera, manzana verde, ma...","cítrico, limón, pomelo","tropical, mango, piña"
6562649,fresa,manzana,flor de la manzana
12580551,No disponible,No disponible,No disponible
1187849,"manzana verde, pera, ma...","cítrico, limón, pomelo","miel, minerales, piedra"
1152609,"albaricoque, manzana, m...","grosella roja, granada,...","pasas de uva, ciruela p..."
71664,"melocotón, albaricoque","miel, minerales","lichi, mango"
1161009,"melocotón, manzana, per...","cítrico, mandarina, pom...",miel
1415043,"cítrico, piel de limón","crema, pan tostado",melocotón
2102498,No disponible,No disponible,No disponible
7958205,"manzana verde, pera, me...","limón, lima, cítrico",crema
1126335,"manzana verde, manzana,...","cítrico, pomelo, limón",crema
1233169,"manzana, manzana verde",levadura,
4739667,"fresa, frambuesa","melocotón, manzana, man...","cítrico, pomelo, limón"
1136903,"manzana, pera, manzana ...","cítrico, limón, pomelo","miel, minerales, piedra"
1859589,"cítrico, limón, pomelo","pera, manzana, manzana ...","levadura, crema"
1648152,"manzana, manzana verde,...","cítrico, lima, piel de ...","miel, caucho, piedra"
2600194,manzana,,
2843447,"cítrico, pomelo, mandar...","albaricoque, uvas fresc...","tropical, lichi, mango"
1381613,"manzana, manzana verde,...","cítrico, limón, pomelo","levadura, crema, crema ..."
1175659,"melocotón, pera, manzan...","miel, Terroso","cítrico, pomelo, limón"
1212065,"cereza, frambuesa, fres...","mora, ciruela, cereza n...","aceto balsámico, Terros..."
1152608,"cereza, frambuesa, frut...","mora, ciruela",anís
9663036,No disponible,No disponible,No disponible
1149150,"manzana, pera, manzana ...","cítrico, limón, pomelo","minerales, miel, piedra"
7043017,No disponible,No disponible,No disponible
1576041,No disponible,No disponible,No disponible
1521089,No disponible,No disponible,No disponible
6019697,manzana,cítrico,
2560086,"manzana, manzana verde,...","cítrico, limón, lima","tostada, galleta, brioc..."
2343859,"manzana, manzana verde,...",brioche,miel
2046895,"manzana, manzana verde,...","cítrico, limón",arándano rojo
4344437,"manzana verde, manzana,...","cítrico, limón, lima","levadura, crema, pan to..."
2976453,pera,,
2161385,"manzana, pera","miel, minerales",tostada
2139066,"sabor a nuez, almendra ...","manzana, albaricoque",minerales
3007062,"lima, cítrico, pomelo","manzana, pera","brioche, tostada"
2598844,"manzana, pera, manzana ...","cítrico, limón, pomelo","brioche, tostada, jarab..."
1534852,"manzana, pera, manzana ...","cítrico, limón, lima","minerales, Terroso, sol..."
1178301,"manzana verde, manzana,...","heno, hierba, paja","tostada, almendra, brio..."
2669315,"manzana, pera, manzana ...",matcha,
1381514,"manzana, pera, melocotó...","acacia, flor de cítrico...","almendra, brioche"
89370,"manzana, melocotón, alb...",cítrico,piña
1775022,No disponible,No disponible,No disponible
1878027,"fresa, cereza, arándano...","fruta negra, frambuesa ...",naranja roja
3097759,"pera, manzana verde, me...","cítrico, limón, lima","queso, crema"
1983275,"cítrico, pomelo, limón","levadura, crema, pan to...","pera, manzana"
6833268,No disponible,No disponible,No disponible
9476667,frambuesa,manzana asada,queso
5127487,pomelo,,
